HMS,Chemical,Temperature,Pressure,Crystal_System,formula,all_valence_s_sum,all_valence_s_avg,all_valence_s_dev,all_valence_s_mode,all_unfilled_valence_s_sum,all_unfilled_valence_s_avg,all_unfilled_valence_s_dev,all_unfilled_valence_s_mode,all_valence_p_sum,all_valence_p_avg,all_valence_p_dev,all_valence_p_mode,all_unfilled_valence_p_sum,all_unfilled_valence_p_avg,all_unfilled_valence_p_dev,all_unfilled_valence_p_mode,all_valence_d_sum,all_valence_d_avg,all_valence_d_dev,all_valence_d_max,all_valence_d_mode,all_unfilled_valence_d_sum,all_unfilled_valence_d_avg,all_unfilled_valence_d_dev,all_unfilled_valence_d_min,all_unfilled_valence_d_mode,all_unfilled_valence_f_sum,all_unfilled_valence_f_avg,all_unfilled_valence_f_dev,all_valence_total_sum,all_valence_total_avg,all_valence_total_dev,all_valence_total_min,all_valence_total_max,all_valence_total_range,all_valence_total_mode,all_unfilled_valence_total_sum,all_unfilled_valence_total_avg,all_unfilled_valence_total_dev,all_unfilled_valence_total_min,all_unfilled_valence_total_max,all_unfilled_valence_total_mode,all_Atomic_Number_sum,all_Atomic_Number_avg,all_Atomic_Number_dev,all_Atomic_Number_min,all_Atomic_Number_max,all_Atomic_Number_range,all_Atomic_Number_mode,all_Atomic_Weight_sum,all_Atomic_Weight_avg,all_Atomic_Weight_dev,all_Atomic_Weight_min,all_Atomic_Weight_max,all_Atomic_Weight_range,all_Atomic_Weight_mode,all_Period_sum,all_Period_avg,all_Period_dev,all_Period_min,all_Period_max,all_Period_range,all_Period_mode,all_group_sum,all_group_avg,all_group_dev,all_group_min,all_group_max,all_group_range,all_group_mode,all_families_sum,all_families_avg,all_families_dev,all_families_min,all_families_max,all_families_range,all_families_mode,all_Metal_sum,all_Metal_avg,all_Metal_dev,all_Metal_mode,all_Nonmetal_sum,all_Nonmetal_avg,all_Nonmetal_dev,all_Nonmetal_mode,all_Metalloid_sum,all_Metalloid_avg,all_Metalloid_dev,all_Metalloid_max,all_Metalloid_mode,all_Mendeleev_Number_sum,all_Mendeleev_Number_avg,all_Mendeleev_Number_dev,all_Mendeleev_Number_min,all_Mendeleev_Number_max,all_Mendeleev_Number_range,all_Mendeleev_Number_mode,all_Atomic_Radius_sum,all_Atomic_Radius_avg,all_Atomic_Radius_dev,all_Atomic_Radius_min,all_Atomic_Radius_max,all_Atomic_Radius_range,all_Atomic_Radius_mode,all_Covalent_Radius_sum,all_Covalent_Radius_avg,all_Covalent_Radius_dev,all_Covalent_Radius_min,all_Covalent_Radius_max,all_Covalent_Radius_range,all_Covalent_Radius_mode,all_Density_(g/mL)_sum,all_Density_(g/mL)_avg,all_Density_(g/mL)_dev,all_Density_(g/mL)_min,all_Density_(g/mL)_max,all_Density_(g/mL)_range,all_Density_(g/mL)_mode,all_specific_heat_(J/g_K)__sum,all_specific_heat_(J/g_K)__avg,all_specific_heat_(J/g_K)__dev,all_specific_heat_(J/g_K)__min,all_specific_heat_(J/g_K)__max,all_specific_heat_(J/g_K)__range,all_specific_heat_(J/g_K)__mode,all_heat_of_fusion_(kJ/mol)__sum,all_heat_of_fusion_(kJ/mol)__avg,all_heat_of_fusion_(kJ/mol)__dev,all_heat_of_fusion_(kJ/mol)__max,all_heat_of_fusion_(kJ/mol)__mode,all_heat_of_vaporization_(kJ/mol)__sum,all_heat_of_vaporization_(kJ/mol)__avg,all_heat_of_vaporization_(kJ/mol)__dev,all_heat_of_vaporization_(kJ/mol)__max,all_heat_of_vaporization_(kJ/mol)__mode,all_thermal_conductivity_(W/(m_K))__sum,all_thermal_conductivity_(W/(m_K))__avg,all_thermal_conductivity_(W/(m_K))__dev,all_thermal_conductivity_(W/(m_K))__max,all_thermal_conductivity_(W/(m_K))__mode,all_ionic_radius_sum,all_ionic_radius_avg,all_ionic_radius_dev,all_ionic_radius_min,all_ionic_radius_max,all_ionic_radius_range,all_ionic_radius_mode,all_unpaired_electrons_sum,all_unpaired_electrons_avg,all_unpaired_electrons_dev,all_unpaired_electrons_max,all_unpaired_electrons_mode,all_spin_moment_sum,all_spin_moment_avg,all_spin_moment_dev,all_spin_moment_max,all_spin_moment_mode,all_pauling_en_sum,all_pauling_en_avg,all_pauling_en_dev,all_pauling_en_min,all_pauling_en_max,all_pauling_en_range,all_pauling_en_mode,all_allred_rochow_en_sum,all_allred_rochow_en_avg,all_allred_rochow_en_dev,all_allred_rochow_en_min,all_allred_rochow_en_max,all_allred_rochow_en_range,all_allred_rochow_en_mode,all_gordy_en_sum,all_gordy_en_avg,all_gordy_en_dev,all_gordy_en_min,all_gordy_en_max,all_gordy_en_range,all_gordy_en_mode,all_mb_en_sum,all_mb_en_avg,all_mb_en_dev,all_mb_en_min,all_mb_en_max,all_mb_en_range,all_mb_en_mode
P 4/m m m,Nd1Ba1Mn1Fe1O5.45,293.0,0.101325,tetragonal,Nd1Ba1Mn1Fe1O5.45,10.9,1.1534391534391535,0.9881580977717462,2.0,8.0,0.8465608465608466,0.9881580977717463,0.0,32.7,3.460317460317461,2.964474293315239,6.0,24.0,2.53968253968254,2.964474293315239,0.0,9.1,0.962962962962963,1.8725823789152845,5.0,0.0,85.4,9.037037037037038,1.8725823789152845,5.0,10.0,132.3,14.000000000000002,1.7763568394002505e-15,52.7,5.576719576719578,3.2006427645940074,0.0,8.0,8.0,8.0,249.7,26.423280423280424,3.2006427645940074,24.0,32.0,24.0,210.6,22.28571428571429,19.766972002857532,8.0,60.0,52.0,8.0,479.546594,50.74567132275133,49.18534642077826,15.999,144.242,128.243,15.999,30.9,3.2698412698412698,1.618736353521519,2.0,6.0,4.0,2.0,104.2,11.026455026455027,6.199875286707686,0.0,16.0,16.0,16.0,49.7,5.2592592592592595,2.0003918879238163,2.0,9.0,7.0,6.0,4.0,0.4232804232804233,0.4940790488858732,0.0,5.45,0.5767195767195767,0.4940790488858731,1.0,0.0,0.0,0.0,0.0,0.0,681.5500000000001,72.12169312169314,34.44020975439885,9.0,99.0,90.0,99.0,1007.0,106.56084656084657,58.157992725006025,60.0,215.0,155.0,60.0,948.35,100.35449735449737,49.08567440867809,63.0,196.0,133.0,63.0,25.807128600000002,2.73091307936508,3.3648413138933955,0.0013080000000000001,7.87,7.868692,0.0013080000000000001,6.325100000000001,0.6693227513227514,0.30308300600659943,0.19,0.918,0.728,0.918,41.96,4.440211640211641,5.566094634392946,13.8,0.0,992.0,104.97354497354497,131.73335397236656,340.0,0.0,80.54715,8.523507936507936,24.726267978062378,80.4,0.027,1106.8500000000001,117.12698412698415,21.439375876980584,78.5,149.0,70.5,126.0,9.1,0.962962962962963,1.8725823789152845,5.0,0.0,10.916769298419299,1.1552136823724126,2.241711334638769,5.916079783099616,0.0,24.158,2.5564021164021167,0.9913417593368317,0.95,3.38,2.4299999999999997,3.38,7.03605197159473,0.7445557641899185,0.0005391096482253038,0.7441169434783457,0.7454874923943088,0.0013705489159631101,0.7441169434783457,1.5307863437247131,0.16198797288092204,0.15164411785787585,0.041044229168681036,0.46530750941749927,0.4242632802488182,0.041044229168681036,0.46074052533439225,0.048755611146496534,0.025543935087813902,0.0,0.06369426751592357,0.06369426751592357,0.06349206349206349
P 4/m m m,Nd1Ba1Mn1Fe1O5.17,293.0,0.101325,tetragonal,Nd1Ba1Mn1Fe1O5.17,10.34,1.1275899672846237,0.9918270011692102,2.0,8.0,0.8724100327153762,0.9918270011692103,0.0,31.02,3.3827699018538713,2.975481003507631,6.0,24.0,2.6172300981461287,2.975481003507631,0.0,9.66,1.0534351145038168,2.002283777711791,5.0,0.0,82.04,8.946564885496183,2.002283777711791,5.0,10.0,128.38,14.0,0.0,51.019999999999996,5.563794983642311,3.2009264596460314,0.0,8.0,8.0,8.0,242.42,26.436205016357686,3.2009264596460314,24.0,32.0,24.0,208.36,22.721919302071974,19.90583309735922,8.0,60.0,52.0,8.0,475.066874,51.806638386041435,49.54872579642349,15.999,144.242,128.243,15.999,30.34,3.3086150490730644,1.6277520747694911,2.0,6.0,4.0,2.0,99.72,10.874591057797165,6.231675686889695,0.0,16.0,16.0,16.0,48.019999999999996,5.236641221374045,2.0264469647488528,2.0,9.0,7.0,6.0,4.0,0.4362050163576881,0.49591350058460515,0.0,5.17,0.5637949836423118,0.4959135005846051,1.0,0.0,0.0,0.0,0.0,0.0,653.8299999999999,71.3009814612868,34.63542681632259,9.0,99.0,90.0,99.0,990.2,107.9825517993457,58.458643499599724,60.0,215.0,155.0,60.0,930.71,101.49509269356598,49.386897850532506,63.0,196.0,133.0,63.0,25.80676236,2.8142597993456926,3.381334275307417,0.0013080000000000001,7.87,7.868692,0.0013080000000000001,6.06806,0.6617295528898582,0.30449673324224374,0.19,0.918,0.728,0.918,41.96,4.575790621592148,5.595268151173146,13.8,0.0,992.0,108.17884405670665,132.42663724694935,340.0,0.0,80.53959,8.782943293347873,25.05563953977342,80.4,0.027,1081.93,117.98582333696838,20.103774275855468,78.5,149.0,70.5,126.0,9.66,1.0534351145038168,2.002283777711791,5.0,0.0,11.486345465037925,1.2526003778667312,2.378387771019105,5.916079783099616,0.0,23.1948,2.529422028353326,0.9973662118827087,0.95,3.38,2.4299999999999997,3.38,6.827474074005821,0.7445446100333502,0.0005229302974184607,0.7441169434783457,0.7454874923943088,0.0013705489159631101,0.7441169434783457,1.4920827178475868,0.16271349158643258,0.1511437834493769,0.041044229168681036,0.46530750941749927,0.4242632802488182,0.041044229168681036,0.44329369509092403,0.048341733379599135,0.02580298321832388,0.0,0.06369426751592357,0.06369426751592357,0.06349206349206349
P 42 m c,Ca1Mn1Ti1.8V0.2O6,293.0,0.101325,tetragonal,Ca1Mn1Ti1.8V0.2O6,12.0,1.2,0.9797958971132713,2.0,8.0,0.8,0.9797958971132713,0.0,36.0,3.6,2.939387691339814,6.0,24.0,2.4,2.939387691339814,0.0,5.2,0.52,1.499866660740214,5.0,0.0,94.8,9.48,1.499866660740214,5.0,10.0,140.0,14.0,0.0,53.2,5.32,3.552126123886932,0.0,8.0,8.0,8.0,266.8,26.68,3.552126123886932,24.0,32.0,24.0,137.2,13.719999999999999,7.0965907307664295,8.0,25.0,17.0,8.0,287.358944,28.7358944,15.956137450888365,15.999,54.938044,38.939043999999996,15.999,28.0,2.8,0.9797958971132712,2.0,4.0,2.0,2.0,113.2,11.32,5.842739083683268,2.0,16.0,14.0,16.0,47.0,4.7,1.6155494421403513,2.0,6.0,4.0,6.0,4.0,0.4,0.48989794855663565,0.0,6.0,0.6,0.48989794855663565,1.0,0.0,0.0,0.0,0.0,0.0,742.8,74.28,32.364820407349704,7.0,99.0,92.0,99.0,959.0,95.9,45.33971768769629,60.0,180.0,120.0,60.0,939.5999999999999,93.96,39.76830899095409,63.0,171.0,108.0,63.0,18.158648,1.8158648,2.57750315899697,0.0013080000000000001,7.3,7.298692,0.0013080000000000001,7.6732000000000005,0.76732,0.18888371449121813,0.479,0.918,0.43900000000000006,0.918,59.940000000000005,5.994000000000001,7.76119604184819,18.8,0.0,1227.2800000000002,122.72800000000002,168.99577159207269,460.0,0.0,45.722,4.5722000000000005,9.180142948778084,30.7,0.027,1115.5,111.55,20.62577271279794,72.0,126.0,54.0,126.0,5.2,0.52,1.499866660740214,5.0,0.0,6.2624899446133915,0.6262489944613392,1.7798348791211396,5.916079783099616,0.0,26.288,2.6288,0.9342797011602038,1.06,3.38,2.32,3.38,7.444161139519715,0.7444161139519715,0.00041122725675011977,0.7441169434783457,0.7452606667598631,0.0011437232815174614,0.7441169434783457,1.0574455531236095,0.10574455531236096,0.08325235094556777,0.041044229168681036,0.2528356732873233,0.21179144411864229,0.041044229168681036,0.435276550482736,0.0435276550482736,0.028171787249818024,0.0,0.06349206349206349,0.06349206349206349,0.06349206349206349
P 42 m c,Ca1Mn1Ti1.4V0.6O6,293.0,0.101325,tetragonal,Ca1Mn1Ti1.4V0.6O6,12.0,1.2,0.9797958971132713,2.0,8.0,0.8,0.9797958971132713,0.0,36.0,3.6,2.9393876913398134,6.0,24.0,2.4,2.9393876913398134,0.0,5.6,0.5599999999999999,1.4987995196156156,5.0,0.0,94.4,9.440000000000001,1.4987995196156156,5.0,10.0,140.0,14.0,0.0,53.6,5.36,3.497198879103103,0.0,8.0,8.0,8.0,266.40000000000003,26.640000000000004,3.497198879103103,24.0,32.0,24.0,137.6,13.76,7.145795966860515,8.0,25.0,17.0,8.0,288.588744,28.8588744,16.114179687921386,15.999,54.938044,38.939043999999996,15.999,28.0,2.8,0.9797958971132712,2.0,4.0,2.0,2.0,113.6,11.36,5.795722560647637,2.0,16.0,14.0,16.0,47.0,4.7,1.6155494421403513,2.0,6.0,4.0,6.0,4.0,0.4,0.48989794855663565,0.0,6.0,0.6,0.48989794855663565,1.0,0.0,0.0,0.0,0.0,0.0,744.4000000000001,74.44000000000001,32.219348224320115,7.0,99.0,92.0,99.0,957.0,95.7,45.15539834837026,60.0,180.0,120.0,60.0,938.8,93.88,39.68558428447287,63.0,171.0,108.0,63.0,18.756248,1.8756248,2.655326284309211,0.0013080000000000001,7.3,7.298692,0.0013080000000000001,7.6596,0.76596,0.19075114259159762,0.479,0.918,0.43900000000000006,0.918,59.42,5.942,7.679142920925486,18.8,0.0,1242.24,124.224,171.78620498747856,460.0,0.0,49.24199999999999,4.924199999999999,9.972336324051652,30.7,0.027,1114.5,111.45,20.81039403759573,72.0,126.0,54.0,126.0,5.6,0.5599999999999999,1.4987995196156156,5.0,0.0,6.955310267640942,0.6955310267640942,1.7878021676931946,5.916079783099616,0.0,26.324,2.6324,0.9307063124315854,1.06,3.38,2.32,3.38,7.4442175603974565,0.7444217560397457,0.0004216755587208114,0.7441169434783457,0.7452606667598631,0.0011437232815174614,0.7441169434783457,1.065642457390611,0.10656424573906109,0.08458500516161925,0.041044229168681036,0.2528356732873233,0.21179144411864229,0.041044229168681036,0.4408321060382916,0.04408321060382916,0.02743525000964395,0.0,0.06349206349206349,0.06349206349206349,0.06349206349206349
P 42 m c,Ca1Mn1Ti1.2V0.8O6,293.0,0.101325,tetragonal,Ca1Mn1Ti1.2V0.8O6,12.0,1.2,0.9797958971132712,2.0,8.0,0.8,0.9797958971132712,0.0,36.0,3.6,2.939387691339814,6.0,24.0,2.4,2.939387691339814,0.0,5.8,0.58,1.4978651474682225,5.0,0.0,94.2,9.42,1.4978651474682225,5.0,10.0,140.0,14.0,0.0,53.8,5.38,3.4692362271831536,0.0,8.0,8.0,8.0,266.2,26.619999999999997,3.4692362271831536,24.0,32.0,24.0,137.8,13.780000000000001,7.1701882820467135,8.0,25.0,17.0,8.0,289.203644,28.9203644,16.192272116222796,15.999,54.938044,38.939043999999996,15.999,28.0,2.8,0.9797958971132712,2.0,4.0,2.0,2.0,113.8,11.379999999999999,5.771966735870885,2.0,16.0,14.0,16.0,47.0,4.7,1.6155494421403513,2.0,6.0,4.0,6.0,4.0,0.4,0.4898979485566356,0.0,6.0,0.6,0.4898979485566356,1.0,0.0,0.0,0.0,0.0,0.0,745.2,74.52000000000001,32.146066633415664,7.0,99.0,92.0,99.0,956.0,95.6,45.06262309275837,60.0,180.0,120.0,60.0,938.4000000000001,93.84,39.644096660158624,63.0,171.0,108.0,63.0,19.055048,1.9055047999999999,2.69289747366946,0.0013080000000000001,7.3,7.298692,0.0013080000000000001,7.652800000000001,0.7652800000000001,0.19167441561147383,0.479,0.918,0.43900000000000006,0.918,59.16,5.9159999999999995,7.637653042656495,18.8,0.0,1249.72,124.97200000000001,173.15971360567679,460.0,0.0,51.001999999999995,5.100199999999999,10.341218369225166,30.7,0.027,1114.0,111.4,20.90191378797645,72.0,126.0,54.0,126.0,5.8,0.58,1.4978651474682225,5.0,0.0,7.301720429154718,0.7301720429154719,1.7907676531992212,5.916079783099616,0.0,26.342,2.6342,0.9289092313030374,1.06,3.38,2.32,3.38,7.444245770836327,0.7444245770836326,0.0004267758334545317,0.7441169434783457,0.7452606667598631,0.0011437232815174614,0.7441169434783457,1.0697409095241115,0.10697409095241114,0.08524056404674964,0.041044229168681036,0.2528356732873233,0.21179144411864229,0.041044229168681036,0.44360988381606936,0.04436098838160694,0.02705518683601199,0.0,0.06349206349206349,0.06349206349206349,0.06349206349206349
P 42 m c,Ca1Mn1Ti0.8V1.2O6,293.0,0.101325,tetragonal,Ca1Mn1Ti0.8V1.2O6,12.0,1.2,0.9797958971132713,2.0,8.0,0.8,0.9797958971132713,0.0,36.0,3.6,2.939387691339814,6.0,24.0,2.4,2.939387691339814,0.0,6.2,0.62,1.4951922953252534,5.0,0.0,93.8,9.379999999999999,1.4951922953252537,5.0,10.0,140.0,14.0,0.0,54.2,5.42,3.4122719704032973,0.0,8.0,8.0,8.0,265.8,26.580000000000002,3.4122719704032973,24.0,32.0,24.0,138.2,13.819999999999999,7.218559413068511,8.0,25.0,17.0,8.0,290.433444,29.043344400000002,16.34664395854948,15.999,54.938044,38.939043999999996,15.999,28.0,2.8,0.9797958971132712,2.0,4.0,2.0,2.0,114.2,11.42,5.723949685313455,2.0,16.0,14.0,16.0,47.0,4.7,1.6155494421403513,2.0,6.0,4.0,6.0,4.0,0.4,0.48989794855663565,0.0,6.0,0.6,0.48989794855663565,1.0,0.0,0.0,0.0,0.0,0.0,746.8,74.67999999999999,31.998399959998,7.0,99.0,92.0,99.0,954.0,95.4,44.87582868315637,60.0,180.0,120.0,60.0,937.5999999999999,93.75999999999999,39.56086955566068,63.0,171.0,108.0,63.0,19.652648,1.9652648,2.765541207864992,0.0013080000000000001,7.3,7.298692,0.0013080000000000001,7.639200000000001,0.76392,0.19350057777691518,0.479,0.918,0.43900000000000006,0.918,58.64,5.864,7.5537212021625475,18.8,0.0,1264.68,126.468,175.86501009581184,460.0,0.0,54.52199999999999,5.4521999999999995,11.033655448671578,30.7,0.027,1113.0,111.3,21.083405796976923,72.0,126.0,54.0,126.0,6.2,0.62,1.4951922953252534,5.0,0.0,7.994540752182269,0.7994540752182269,1.794679130545895,5.916079783099616,0.0,26.378,2.6378,0.925294093788564,1.06,3.38,2.32,3.38,7.444302191714068,0.7444302191714068,0.00043674309689534566,0.7441169434783457,0.7452606667598631,0.0011437232815174614,0.7441169434783457,1.077937813791113,0.1077937813791113,0.08653096117603416,0.041044229168681036,0.2528356732873233,0.21179144411864229,0.041044229168681036,0.4491654393716249,0.04491654393716249,0.02626976503603048,0.0,0.06349206349206349,0.06349206349206349,0.06349206349206349
P 4/m,La4Ba1Cu3Mn2O13.86,293.0,0.101325,tetragonal,La4Ba1Cu3Mn2O13.86,27.72,1.1617770326906958,0.9868273363125859,2.0,20.0,0.8382229673093043,0.9868273363125859,0.0,83.16,3.4853310980720873,2.9604820089377575,6.0,60.0,2.5146689019279127,2.9604820089377575,0.0,33.28,1.3948030176026824,3.0125537532580533,9.0,0.0,205.32,8.605196982397318,3.0125537532580533,1.0,10.0,334.03999999999996,13.999999999999998,1.7763568394002505e-15,144.16,6.0419111483654655,3.419521939619938,0.0,9.0,9.0,8.0,619.36,25.958088851634535,3.419521939619938,23.0,32.0,24.0,531.88,22.29170159262364,19.3519589025532,8.0,57.0,49.0,8.0,1215.209108,50.930809220452645,48.37875169574294,15.999,138.90547,122.90647000000001,15.999,77.72,3.2573344509639566,1.6156190500751368,2.0,6.0,4.0,2.0,282.76,11.850796311818943,5.409581526447831,2.0,16.0,14.0,16.0,112.16,4.700754400670578,1.5418632442837652,2.0,6.0,4.0,6.0,10.0,0.4191114836546522,0.49341366815629295,0.0,13.86,0.5808885163453479,0.49341366815629295,1.0,0.0,0.0,0.0,0.0,0.0,1756.1399999999999,73.60184409052808,34.571207367244256,9.0,99.0,90.0,99.0,2511.6,105.26404023470243,57.071166491487936,60.0,215.0,155.0,60.0,2363.18,99.04358759430008,47.977762149695856,63.0,196.0,133.0,63.0,69.71812888,2.921966843252305,3.5934720241361453,0.0013080000000000001,8.96,8.958692000000001,0.0013080000000000001,15.82048,0.6630544844928751,0.30963755609248,0.195,0.918,0.7230000000000001,0.918,107.49,4.5050293378038555,5.532538423865215,13.4,0.0,3105.8,130.16764459346186,163.5639852165423,402.0,0.0,1256.97422,52.681233025984916,132.184923794195,401.0,0.027,2762.3799999999997,115.77451802179378,19.98114881380486,67.0,149.0,82.0,126.0,9.280000000000001,0.38893545683151726,0.9005604793073813,4.0,0.0,13.229398034141969,0.5544592637947179,1.196965248002771,4.898979485566356,0.0,61.7684,2.5887845766974014,0.9619500040317446,0.95,3.38,2.4299999999999997,3.38,17.7658525938348,0.7445872838991954,0.0005718000181911846,0.7441169434783457,0.7455994653597683,0.001482521881422616,0.7441169434783457,3.9812823918834375,0.16686011701104098,0.15451100246018168,0.041044229168681036,0.42192974031338953,0.3808855111447085,0.041044229168681036,1.2816272688829078,0.05371447061537753,0.03125695872924465,0.0,0.10344827586206896,0.10344827586206896,0.06349206349206349
I 4/m m m,K2Mn1Cl4H4O2,293.0,0.101325,tetragonal,K2Mn1Cl4H4O2,12.0,0.9230769230769231,0.9970370305242862,0.0,14.0,1.0769230769230769,0.9970370305242862,2.0,36.0,2.769230769230769,2.9911110915728587,0.0,42.0,3.230769230769231,2.9911110915728587,6.0,5.0,0.38461538461538464,1.3323467750529825,5.0,0.0,125.0,9.615384615384615,1.3323467750529825,5.0,10.0,182.0,14.0,0.0,53.0,4.076923076923077,3.8523027770919738,0.0,8.0,8.0,0.0,363.0,27.923076923076923,3.8523027770919738,24.0,32.0,32.0,151.0,11.615384615384615,8.232566302739023,1.0,25.0,24.0,17.0,310.964644,23.920357230769234,17.93142426817096,1.008,54.938044,53.930043999999995,35.45,32.0,2.4615384615384617,1.1512791959304436,1.0,4.0,3.0,3.0,113.0,8.692307692307692,7.54865872329052,1.0,17.0,16.0,1.0,69.0,5.3076923076923075,2.0897042626470963,1.0,7.0,6.0,6.0,3.0,0.23076923076923078,0.42132504423474315,0.0,10.0,0.7692307692307693,0.42132504423474315,1.0,0.0,0.0,0.0,0.0,0.0,1107.0,85.15384615384616,37.494299369465494,3.0,107.0,104.0,107.0,1200.0,92.3076923076923,65.23965832031524,25.0,220.0,195.0,100.0,1161.0,89.3076923076923,54.451650558277024,32.0,196.0,164.0,99.0,9.094536,0.6995796923076922,1.9317565610619933,8.2e-05,7.3,7.299918,0.002898,62.961,4.843153846153846,6.309130171013505,0.479,14.304,13.825000000000001,0.479,244.50799999999998,18.80830769230769,35.90338044805298,102.5,6.41,310.916,23.916615384615383,57.569583766133974,221.0,20.41,158.816,12.216615384615384,28.47662950301652,79.0,0.009,1721.0,132.3846153846154,29.20889870080023,97.0,167.0,70.0,167.0,5.0,0.38461538461538464,1.3323467750529825,5.0,0.0,5.916079783099616,0.45508306023843204,1.5764539639937842,5.916079783099616,0.0,31.509999999999998,2.4238461538461538,0.8588770706481849,0.85,3.38,2.53,3.1300000000000003,9.674115014871228,0.744162693451633,0.00019195092420040406,0.744,0.7447630991603783,0.000763099160378311,0.7441657572907026,0.7893486996496679,0.06071913074228215,0.05567176030577032,0.0,0.20618556701030927,0.20618556701030927,0.07710715194240922,0.37014728520377016,0.028472868092597706,0.026832251299013052,0.0,0.06349206349206349,0.06349206349206349,0.0
I 4/m m m,Sm3Ba2Mn2Cu2O12.15,298.0,0.101325,tetragonal,Sm3Ba2Mn2Cu2O12.15,24.3,1.148936170212766,0.9888468117976383,2.0,18.0,0.851063829787234,0.9888468117976383,0.0,72.9,3.446808510638298,2.9665404353929152,6.0,54.0,2.5531914893617023,2.9665404353929152,0.0,24.700000000000003,1.1678486997635935,2.7163295454216265,9.0,0.0,186.79999999999998,8.832151300236406,2.7163295454216265,1.0,10.0,296.1,14.000000000000002,1.7763568394002505e-15,121.9,5.763593380614658,3.5056048799905266,0.0,9.0,9.0,8.0,554.9000000000001,26.23640661938535,3.5056048799905266,23.0,32.0,24.0,503.2,23.7919621749409,21.23991584794732,8.0,62.0,54.0,8.0,1157.089938,54.708744113475184,53.022782972801025,15.999,150.36,134.36100000000002,15.999,70.3,3.3238770685579198,1.669238329162457,2.0,6.0,4.0,2.0,234.4,11.082742316784872,6.378914738119631,0.0,16.0,16.0,16.0,115.9,5.4799054373522464,2.0545625846456357,2.0,9.0,7.0,6.0,9.0,0.425531914893617,0.49442340589881917,0.0,12.15,0.574468085106383,0.49442340589881917,1.0,0.0,0.0,0.0,0.0,0.0,1541.8500000000001,72.90070921985817,34.07764149138274,9.0,99.0,90.0,99.0,2264.0,107.04491725768322,58.412937509527566,60.0,215.0,155.0,60.0,2135.45,100.96690307328605,49.397110793159214,63.0,196.0,133.0,63.0,62.3358922,2.947323508274232,3.6338257217057053,0.0013080000000000001,8.96,8.958692000000001,0.0013080000000000001,13.8807,0.6562978723404256,0.3139177982932914,0.197,0.918,0.7210000000000001,0.918,94.84,4.484160756501183,5.446249686085654,13.4,0.0,1830.2,86.53427895981088,108.0391056615135,304.6,0.0,802.32805,37.93513238770686,117.33155786499808,401.0,0.027,2474.35,116.99054373522459,20.941484509537936,67.0,149.0,82.0,126.0,8.7,0.41134751773049644,1.0040409275502498,4.0,0.0,11.928265605103846,0.5639841893666121,1.2968892913986474,4.898979485566356,0.0,53.986000000000004,2.5525295508274235,0.9908539113880698,0.95,3.38,2.4299999999999997,3.38,15.748560197061767,0.7446127752747881,0.000616317302457486,0.7441169434783457,0.7456117424273003,0.0014947989489546565,0.7441169434783457,3.7380437275452536,0.17673965614871176,0.16975718344810667,0.041044229168681036,0.4929507479598195,0.45190651879113847,0.041044229168681036,1.0722028681855074,0.050695171072600825,0.031095874505875292,0.0,0.10344827586206896,0.10344827586206896,0.06349206349206349
