UID,Chemical,Time,Temperature,P2O3ratio,Cat_Success,Na,Cu,O,Fe,Mn,Ni,TM_ionic_pot,Na_ionic_pot,O_ionic_pot,cat_pot,TM_ionic_radii,radial_pot,s_valence,p_valence,d_valence,f_valence,final_charge,mean_electronegativity,std_electronegativity,max_electronegativity,min_electronegativity,range_electronegativity,mean_atomic_mass,std_atomic_mass,mean_atomic_radius,std_atomic_radius,mean_atomic_number,mean_oxidation_state,std_oxidation_state,max_oxidation_state,min_oxidation_state,range_oxidation_state,num_unique_ox_states,ionic_size_mismatch,mean_ionic_radius,mean_electronegativity_difference,ionic_character_estimate,electron_density,total_d_electrons,total_f_electrons,num_elements,shannon_entropy,configurational_entropy,total_entropy,atomic_packing_parameter,mean_coordination_number,atomic_radii_vmr
U00027,Na0.75Cu0.3Fe0.3Ni0.3O2,12,950,-1.0,Unsuccessful,0.75,0.3,2.0,0.3,0.0,0.3,3.771635858668159,0.646551724137931,3.1746031746031744,0.7681456651813385,0.7583333333333334,0.1544450431034483,4.0,8.0,5.999999999999999,0.0,-0.55,2.53958904109589,1.0412393015861308,3.44,0.93,2.51,28.127793687671225,18.140094727302486,1.0356164383561643,0.5011957928230035,13.465753424657532,-0.15068493150684933,2.1813106081493747,4,-2,6,5,0.19214043778164872,1.1157534246575342,0.9004109589041094,0.9004109589041094,0.4840919450476715,5.999999999999999,0.0,5,1.270903253974479,0.0,1.270903253974479,6.4101048327098145,10.684931506849317,0.03691794783092362
U00028,Na0.75Cu0.3Mn0.3Ni0.3O2,12,950,1.0,Successful,0.75,0.3,2.0,0.0,0.3,0.3,4.88899476477457,0.646551724137931,3.1746031746031744,0.9957112182568899,0.7135444444444444,0.14532316810344828,4.0,8.0,5.151,0.0,-0.0,2.5165753424657535,1.0596008801173347,3.44,0.93,2.51,28.053249441095883,18.027555897140104,1.0356164383561643,0.5011957928230035,13.383561643835614,-0.00027397260273961943,2.4711485725072797,7,-2,9,5,0.21157050833921529,1.1047095890410958,0.9234246575342465,0.9234246575342465,0.4770868217794424,5.151,0.0,5,1.270903253974479,0.5897774872382099,1.860680741212689,6.338387663029768,10.684931506849317,0.044762079998913955
U00029,Na0.75Fe0.3Mn0.3Ni0.3O2,12,950,1.0,Successful,0.75,0.0,2.0,0.3,0.3,0.3,4.771976103648545,0.646551724137931,3.1746031746031744,0.9718787538680767,0.6975,0.14205549568965517,4.0,8.0,4.25,0.0,0.0,2.5108219178082196,1.0631173512521128,3.44,0.93,2.51,27.4202905369863,16.868184436256602,1.0397260273972602,0.5039541526296926,13.136986301369861,0.0,2.3843094402466547,4,-2,6,5,0.2144075193504904,1.1007534246575341,0.9291780821917807,0.9291780821917807,0.47909726863214025,4.25,0.0,5,1.270903253974479,0.2868359828561607,1.5577392368306395,6.294086585272588,10.52054794520548,0.04597058435403092
U00030,Na0.75Cu0.25Fe0.25Mn0.25Ni0.25O2,12,950,1.0,Successful,0.75,0.25,2.0,0.25,0.25,0.25,4.635567195656302,0.646551724137931,3.1746031746031744,0.9440971982532771,0.7362500000000001,0.14994746767241382,4.0,8.0,5.75,0.0,0.0,2.5,1.0495395815943929,3.44,0.93,2.51,28.665796855999996,18.12434526571563,1.0466666666666666,0.49882083178454184,13.666666666666666,-1.1102230246251565e-16,2.309401076758503,4,-2,6,5,0.2076430754844665,1.1003333333333334,0.94,0.94,0.4767586519684038,5.75,0.0,6,1.3792922538726757,0.0,1.3792922538726757,6.2460521357997605,10.533333333333335,0.04311564679664785
U00031,Na0.5CuO2,12,950,-1.0,Unsuccessful,0.5,1.0,2.0,0.0,0.0,0.0,2.2988505747126435,0.4310344827586207,3.1746031746031744,0.31212841854934603,0.87,0.11812500000000001,4.0,8.0,9.0,0.0,-1.5,2.6414285714285715,0.9694833465220913,3.44,0.93,2.51,30.58276704,20.981289100486173,0.9857142857142857,0.4665330226516552,14.428571428571429,-0.42857142857142866,1.840585532389304,2,-2,4,3,0.15034428698127605,1.1342857142857146,0.7985714285714286,0.7985714285714286,0.48580113230796984,9.0,0.0,3,0.9556998908125343,0.0,0.9556998908125343,6.510221326670612,10.85714285714286,0.022603404627908295
U00032,Na0.5FeO2,12,950,-1.0,Unsuccessful,0.5,0.0,2.0,1.0,0.0,0.0,3.821656050955414,0.4310344827586207,3.1746031746031744,0.5188886448495499,0.785,0.10658405172413796,4.0,8.0,5.0,0.0,-0.5,2.6214285714285714,0.9851675502374285,3.44,0.93,2.51,28.382481325714284,17.528849768946177,0.9999999999999999,0.47809144373375745,13.571428571428571,-0.14285714285714293,2.2314999074019015,3,-2,5,3,0.18766623644038205,1.11,0.8185714285714286,0.8185714285714286,0.4831954457012428,5.0,0.0,3,0.9556998908125343,0.0,0.9556998908125343,6.301061418177462,10.285714285714286,0.03521861629969737
U00033,Na0.5MnO2,12,950,0.32,Successful,0.5,0.0,2.0,0.0,1.0,0.0,4.895902652343379,0.4310344827586207,3.1746031746031744,0.6647454032276572,0.7275,0.09877693965517242,4.0,8.0,3.5,0.0,0.0,2.5414285714285714,1.05507519801642,3.44,0.93,2.51,28.123351325714285,17.12295886190232,0.9999999999999999,0.47809144373375745,13.285714285714286,0.0,2.4494897427831783,4,-2,6,4,0.21395859116698218,1.0935714285714286,0.8985714285714288,0.8985714285714288,0.47240864475375083,3.5,0.0,3,0.9556998908125343,0.6931471803599453,1.6488470711724794,6.182934299310051,10.285714285714286,0.04577827873415982
U00034,Na0.5NiO2,12,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.0,0.0,1.0,5.441119315973572,0.4310344827586207,3.1746031746031744,0.7387726657464119,0.6725,0.09130926724137932,4.0,8.0,6.5,0.0,0.0,2.6442857142857146,0.9673063799298861,3.44,0.93,2.51,29.196309897142857,18.804678440816712,0.9857142857142857,0.4665330226516552,14.142857142857144,-1.1102230246251568e-16,2.4784787961282104,4,-2,6,4,0.23991090230908885,1.077857142857143,0.7957142857142857,0.7957142857142857,0.48440563868111153,6.5,0.0,3,0.9556998908125343,0.5623351444188083,1.5180350352313425,6.086123466295891,10.285714285714286,0.05755724104676117
U00035,Na0.5Cu0.5Fe0.5O2,12,950,-1.0,Unsuccessful,0.5,0.5,2.0,0.5,0.0,0.0,3.060253312834029,0.4310344827586207,3.1746031746031744,0.4155085316994479,0.8275,0.11235452586206898,4.0,8.0,7.0,0.0,-1.0,2.6314285714285717,0.9774080676013703,3.44,0.93,2.51,29.482624182857148,19.363570114427624,0.9928571428571429,0.4724015932510416,14.000000000000002,-0.2857142857142858,2.050385727772475,3,-2,5,4,0.1699852402136589,1.1221428571428573,0.8085714285714287,0.8085714285714287,0.48454690454660426,7.0,0.0,4,1.15374194230109,0.0,1.15374194230109,6.4056413724240375,10.571428571428573,0.028894981890495327
U00036,Na0.5Cu0.5Mn0.5O2,12,950,1.0,Successful,0.5,0.5,2.0,0.0,0.5,0.0,5.085818322182193,0.4310344827586207,3.1746031746031744,0.6905313670204271,0.7583099999999999,0.10296019396551725,4.0,8.0,5.4990000000000006,0.0,0.0,2.5914285714285716,1.014416490563186,3.44,0.93,2.51,29.353059182857148,19.188988708793605,0.9928571428571429,0.4724015932510416,13.85714285714286,0.0002857142857143336,2.619214697701023,7,-2,9,5,0.20697572419433907,1.102374285714286,0.8485714285714286,0.8485714285714286,0.47207539958730654,5.4990000000000006,0.0,4,1.15374194230109,0.63697526654802,1.79071720884911,6.277958947038061,10.571428571428573,0.04283895040577112
U00037,Na0.5Cu0.5Ni0.5O2,12,950,-1.0,Unsuccessful,0.5,0.5,2.0,0.0,0.0,0.5,4.375231738969225,0.4310344827586207,3.1746031746031744,0.5940508611100457,0.745,0.10115301724137932,4.0,8.0,7.5,0.0,-0.5,2.642857142857143,0.9683965286672056,3.44,0.93,2.51,29.88953846857143,19.934788126353222,0.9857142857142858,0.4665330226516553,14.285714285714288,-0.14285714285714293,2.294625486315573,4,-2,6,4,0.21466286110818175,1.0985714285714288,0.7971428571428573,0.7971428571428573,0.4827298167799726,7.5,0.0,4,1.15374194230109,0.0,1.15374194230109,6.258789194628309,10.571428571428573,0.046080143939150525
U00038,Na0.5Fe0.5Mn0.5O2,12,950,1.0,Successful,0.5,0.0,2.0,0.5,0.5,0.0,4.895902652343379,0.4310344827586207,3.1746031746031744,0.6647454032276572,0.7275,0.09877693965517242,4.0,8.0,4.0,0.0,0.0,2.581428571428572,1.0215034937557004,3.44,0.93,2.51,28.252916325714292,17.327577277091184,1.0,0.47809144373375756,13.42857142857143,0.0,2.4494897427831783,4,-2,6,4,0.2157966194249326,1.0935714285714286,0.8585714285714288,0.8585714285714288,0.4752985947984939,4.0,0.0,4,1.15374194230109,0.0,1.15374194230109,6.191570257015425,10.285714285714288,0.0465681809552292
U00039,Na0.5Fe0.5Ni0.5O2,12,950,-1.0,Unsuccessful,0.5,0.0,2.0,0.5,0.0,0.5,5.1366344770906105,0.4310344827586207,3.1746031746031744,0.6974309742601477,0.7025,0.09538254310344829,4.0,8.0,5.5,0.0,0.0,2.632857142857143,0.9763447032640864,3.44,0.93,2.51,28.789395611428574,18.182514456980886,0.9928571428571429,0.4724015932510416,13.85714285714286,0.0,2.4494897427831783,4,-2,6,4,0.2292780991336072,1.0864285714285715,0.8071428571428573,0.8071428571428573,0.48132802244872297,5.5,0.0,4,1.15374194230109,0.0,1.15374194230109,6.154209240381735,10.285714285714288,0.05256844674232021
