UID,Chemical,Scientist,Exp No.,Plate No. Pos,Time,Temperature,Date made
000329,Na0.75Ni2/3Fe1/6Mn1/6O2,FT,006,4.12,3,950,
000330,Na0.75Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,006,5.1,3,950,
000331,Na0.75Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,006,5.2,3,950,
000332,Na0.75Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,006,5.3,3,950,
000333,Na0.75Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,006,5.4,3,950,
000334,Na0.75Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,006,5.9,3,950,
000335,Na0.75Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,006,5.1,3,950,
000336,Na0.75Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,006,5.11,3,950,
000337,Na0.75Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,006,5.12,3,950,
000338,Na0.75Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,006,6.1,3,950,
000339,Na0.75Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,006,6.2,3,950,
000340,Na0.75Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,006,6.5,3,950,
000341,Na0.75Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,006,6.6,3,950,
000342,Na0.75Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,006,6.9,3,950,
000343,Na0.75Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,006,6.1,3,950,
000344,Na0.5Mn2/3Cu1/6Fe1/6O2,FT,006,7.1,3,950,
000345,Na0.5Ni2/3Fe1/6Cu1/6O2,FT,006,7.2,3,950,
000346,Na0.5Mn2/3Ni1/6Cu1/6O2,FT,006,7.3,3,950,
000347,Na0.5Mn2/3Fe1/6Ni1/6O2,FT,006,7.4,3,950,
000348,Na0.5Fe2/3Cu1/6Mn1/6O2,FT,006,7.5,3,950,
000349,Na0.5Fe2/3Cu1/6Ni1/6O2,FT,006,7.6,3,950,
000350,Na0.5Ni2/3Cu1/6Mn1/6O2,FT,006,7.7,3,950,
000351,Na0.5Fe2/3Ni1/6Mn1/6O2,FT,006,7.8,3,950,
000352,Na0.5Cu2/3Fe1/6Ni1/6O2,FT,006,7.9,3,950,
000353,Na0.5Cu2/3Ni1/6Fe1/6O2,FT,006,7.1,3,950,
000354,Na0.5Cu2/3Ni1/6Mn1/6O2,FT,006,7.11,3,950,
000355,Na0.5Ni2/3Fe1/6Mn1/6O2,FT,006,7.12,3,950,
000356,Na0.5Cu2/3Ni1/9Mn1/9Fe1/9O2,FT,006,8.1,3,950,
000357,Na0.5Fe2/3Cu1/9Mn1/9Ni1/9O2,FT,006,8.2,3,950,
000358,Na0.5Ni2/3Fe1/9Cu1/9Mn1/9O2,FT,006,8.3,3,950,
000359,Na0.5Mn2/3Cu1/9Fe1/9Ni1/9O2,FT,006,8.4,3,950,
000360,Na0.5Mn1/9Cu8/27Fe8/27Ni8/27O2,FT,006,8.9,3,950,
000361,Na0.5Ni1/9Cu8/27Fe8/27Mn8/27O2,FT,006,8.1,3,950,
000362,Na0.5Fe1/9Mn8/27Cu8/27Ni8/27O2,FT,006,8.11,3,950,
000363,Na0.5Cu1/9Mn8/27Fe8/27Ni8/27O2,FT,006,8.12,3,950,
000364,Na0.5Fe7/18Ni7/18Cu1/9Mn1/9O2,FT,006,9.1,3,950,
000365,Na0.5Cu7/18Ni7/18Fe1/9Mn1/9O2,FT,006,9.2,3,950,
000366,Na0.5Fe7/18Mn7/18Cu1/9Ni1/9O2,FT,006,9.5,3,950,
000367,Na0.5Cu7/18Fe7/18Mn1/9Ni1/9O2,FT,006,9.6,3,950,
000368,Na0.5Mn7/18Ni7/18Fe1/9Cu1/9O2,FT,006,9.9,3,950,
000369,Na0.5Cu7/18Mn7/18Fe1/9Ni1/9O2,FT,006,9.1,3,950,
