HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,all_valence_s_sum,all_valence_s_avg,all_valence_s_dev,all_valence_s_min,all_valence_s_max,all_valence_s_range,all_valence_s_mode,all_unfilled_valence_s_sum,all_unfilled_valence_s_avg,all_unfilled_valence_s_dev,all_unfilled_valence_s_min,all_unfilled_valence_s_max,all_unfilled_valence_s_range,all_unfilled_valence_s_mode,all_valence_p_sum,all_valence_p_avg,all_valence_p_dev,all_valence_p_min,all_valence_p_max,all_valence_p_range,all_valence_p_mode,all_unfilled_valence_p_sum,all_unfilled_valence_p_avg,all_unfilled_valence_p_dev,all_unfilled_valence_p_min,all_unfilled_valence_p_max,all_unfilled_valence_p_range,all_unfilled_valence_p_mode,all_valence_d_sum,all_valence_d_avg,all_valence_d_dev,all_valence_d_min,all_valence_d_max,all_valence_d_range,all_valence_d_mode,all_unfilled_valence_d_sum,all_unfilled_valence_d_avg,all_unfilled_valence_d_dev,all_unfilled_valence_d_min,all_unfilled_valence_d_max,all_unfilled_valence_d_range,all_unfilled_valence_d_mode,all_valence_f_sum,all_valence_f_avg,all_valence_f_dev,all_valence_f_min,all_valence_f_max,all_valence_f_range,all_valence_f_mode,all_unfilled_valence_f_sum,all_unfilled_valence_f_avg,all_unfilled_valence_f_dev,all_unfilled_valence_f_min,all_unfilled_valence_f_max,all_unfilled_valence_f_range,all_unfilled_valence_f_mode,all_valence_total_sum,all_valence_total_avg,all_valence_total_dev,all_valence_total_min,all_valence_total_max,all_valence_total_range,all_valence_total_mode,all_unfilled_valence_total_sum,all_unfilled_valence_total_avg,all_unfilled_valence_total_dev,all_unfilled_valence_total_min,all_unfilled_valence_total_max,all_unfilled_valence_total_range,all_unfilled_valence_total_mode,all_ionic_radius_sum,all_ionic_radius_avg,all_ionic_radius_dev,all_ionic_radius_min,all_ionic_radius_max,all_ionic_radius_range,all_ionic_radius_mode,all_unpaired_electrons_sum,all_unpaired_electrons_avg,all_unpaired_electrons_dev,all_unpaired_electrons_min,all_unpaired_electrons_max,all_unpaired_electrons_range,all_unpaired_electrons_mode,all_spin_moment_sum,all_spin_moment_avg,all_spin_moment_dev,all_spin_moment_min,all_spin_moment_max,all_spin_moment_range,all_spin_moment_mode,all_pauling_en_sum,all_pauling_en_avg,all_pauling_en_dev,all_pauling_en_min,all_pauling_en_max,all_pauling_en_range,all_pauling_en_mode,all_mulliken_en_sum,all_mulliken_en_avg,all_mulliken_en_dev,all_mulliken_en_min,all_mulliken_en_max,all_mulliken_en_range,all_mulliken_en_mode,all_allred_rochow_en_sum,all_allred_rochow_en_avg,all_allred_rochow_en_dev,all_allred_rochow_en_min,all_allred_rochow_en_max,all_allred_rochow_en_range,all_allred_rochow_en_mode,all_gordy_en_sum,all_gordy_en_avg,all_gordy_en_dev,all_gordy_en_min,all_gordy_en_max,all_gordy_en_range,all_gordy_en_mode,all_mb_en_sum,all_mb_en_avg,all_mb_en_dev,all_mb_en_min,all_mb_en_max,all_mb_en_range,all_mb_en_mode
C m c m,K0.26Mn0.9Ir0.06O2.71H1.42,293.0,0.101325,orthorhombic,K0.26Mn0.9Ir0.06O2.71H1.42,5.42,1.0130841121495329,0.999914399340893,0.0,2.0,2.0,0.0,5.28,0.9869158878504676,0.999914399340893,0.0,2.0,2.0,2.0,10.84,2.0261682242990657,1.999828798681786,0.0,4.0,4.0,0.0,21.26,3.9738317757009356,1.999828798681786,2.0,6.0,4.0,6.0,3.1000000000000005,0.5794392523364489,1.260747317154231,0.0,5.0,5.0,0.0,50.400000000000006,9.420560747663554,1.260747317154231,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.89999999999999,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,19.36,3.6186915887850475,2.658160801909425,0.0,6.0,6.0,0.0,151.84000000000003,28.381308411214967,2.6581608019094247,26.0,32.0,6.0,32.0,535.956,100.17869158878507,44.316930565379394,0.67,152.0,151.33,152.0,8.52,1.5925233644859815,1.1896517148834482,0.0,5.0,5.0,0.0,11.608286920570722,2.169773256181444,1.5583749917432002,0.0,5.916079783099616,5.916079783099616,0.0,14.1866,2.65170093457944,0.7988186980967792,0.85,3.38,2.53,0.85,,,,,,,3.3023574101233946,16.776866572301266,3.1358629107105176,5.703839703982617,0.744,16.73865359768322,15.994653597683222,0.7442274997956747,24.0958584034811,4.503898767005814,10.628734864422725,0.0,29.850746268656714,29.850746268656714,0.09632303326617979,3.72015428131515,0.6953559404327384,1.58609829003851,0.0,4.477611940298507,4.477611940298507,0.0
P n m a,La0.9Pr0.1Mn0.8Co0.2O3,293.0,0.101325,orthorhombic,La0.9Pr0.1Mn0.8Co0.2O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,3.9999999999999996,0.7999999999999999,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,17.999999999999996,3.599999999999999,1.9595917942265426,2.0,6.0,4.0,6.0,4.4,0.8800000000000001,1.8616122045152155,0.0,7.0,7.0,0.0,45.6,9.120000000000001,1.8616122045152155,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,22.4,4.4799999999999995,2.4019991673603887,0.0,7.0,7.0,0.0,137.60000000000002,27.520000000000003,2.4019991673603887,25.0,32.0,7.0,32.0,559.714,111.9428,27.83915738954755,0.67,126.0,125.33,117.19999999999999,9.6,1.92,1.163443165779919,0.0,4.0,4.0,0.0,12.97386240406135,2.59477248081227,1.4653176354699813,0.0,4.898979485566356,4.898979485566356,0.0,13.039,2.6078,0.9610084078716481,1.1900000000000002,3.38,2.1899999999999995,1.1900000000000002,,,,,,,5.164189363382044,6.921487995688073,1.3842975991376147,3.134194838599791,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,6.720574096638118,1.3441148193276236,5.820947949450198,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.0847719883640357,0.21695439767280714,0.8699502876285341,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Nd0.67Sr0.33Mn0.9Cr0.1O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33Mn0.9Cr0.1O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,3.57,0.714,1.5258453394757936,0.0,4.0,4.0,0.0,46.43,9.286,1.5258453394757936,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.57,4.314,2.41400165700026,0.0,6.0,6.0,0.0,138.43,27.686,2.41400165700026,26.0,32.0,6.0,32.0,565.1741,113.03482,25.707338426363783,0.58,132.0,131.42,132.0,9.57,1.9140000000000001,1.2548322597064518,0.0,4.0,4.0,0.0,12.863583027067522,2.5727166054135044,1.564330293841302,0.0,4.898979485566356,4.898979485566356,0.0,12.9583,2.59166,0.98001502253792,1.01,3.38,2.37,1.01,,,,,,,3.910466030168077,6.2408435909660565,1.2481687181932113,3.096958572976286,0.7441169434783457,21.12826386647348,20.384146922995132,0.7446559329300353,4.924935521863745,0.984987104372749,5.110062425372226,0.041044229168681036,32.932793990402836,32.89174976123415,0.24117868179568958,0.32151671125718084,0.06430334225143616,0.34346973600915526,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Nd0.67Sr0.33Mn0.9Fe0.1O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33Mn0.9Fe0.1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.7699999999999996,0.7539999999999999,1.5328026617930959,0.0,5.0,5.0,0.0,46.230000000000004,9.246,1.5328026617930959,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.77,4.354,2.358110260356797,0.0,6.0,6.0,0.0,138.23,27.645999999999997,2.358110260356797,26.0,32.0,6.0,32.0,549.6170999999999,109.92342,33.2882820659703,0.67,132.0,131.33,78.5,9.77,1.954,1.224697513674295,0.0,5.0,5.0,0.0,13.147392163569801,2.6294784327139604,1.5204746534855929,0.0,5.916079783099616,5.916079783099616,0.0,12.975299999999999,2.5950599999999997,0.9771226107300965,1.01,3.38,2.37,1.01,,,,,,,3.910466030168077,9.000585500784528,1.8001171001569056,3.9710612527537554,0.7441169434783457,16.73865359768322,15.994536654204875,0.7446559329300353,10.537072335250294,2.1074144670500585,7.376442893879131,0.041044229168681036,29.850746268656714,29.809702039488034,0.24117868179568958,1.6558830958945039,0.3311766191789008,1.102403873135258,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Nd0.67Sr0.33Mn0.9Ni0.1O3,293.0,0.101325,orthorhombic,Nd0.67Sr0.33Mn0.9Ni0.1O3,6.0,1.2000000000000002,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8000000000000002,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4000000000000004,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6000000000000005,1.9595917942265424,2.0,6.0,4.0,6.0,3.9699999999999998,0.794,1.7110125657048811,0.0,8.0,8.0,0.0,46.03,9.206000000000001,1.7110125657048814,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,21.97,4.394,2.4188352568953517,0.0,8.0,8.0,0.0,138.03,27.606000000000005,2.4188352568953513,24.0,32.0,8.0,32.0,534.0671,106.81342000000002,39.187932470386855,0.67,132.0,131.33,132.0,9.370000000000001,1.8740000000000006,1.11629924303477,0.0,4.0,4.0,0.0,12.736027283798567,2.547205456759714,1.4204732876944717,0.0,4.898979485566356,4.898979485566356,0.0,12.983299999999998,2.59666,0.9758779864306808,1.01,3.38,2.37,1.01,,,,,,,3.910466030168077,11.78319921923519,2.3566398438470384,4.711845734985262,0.7441169434783457,16.73865359768322,15.994536654204875,0.7446559329300353,16.206007341763176,3.2412014683526356,9.007626575432718,0.041044229168681036,29.850746268656714,29.809702039488034,0.24117868179568958,3.0560347434582353,0.6112069486916472,1.7917254175165205,0.0,9.63855421686747,9.63855421686747,0.0
P n m a,Pr0.67Ba0.33Mn0.9Ru0.1O3,293.0,0.101325,orthorhombic,Pr0.67Ba0.33Mn0.9Ru0.1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.77,0.754,1.6178640239525695,0.0,5.0,5.0,0.0,46.230000000000004,9.246,1.6178640239525695,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.770000000000003,4.354000000000001,2.4142667623939156,0.0,6.0,6.0,0.0,138.23000000000002,27.646000000000004,2.414266762393916,26.0,32.0,6.0,32.0,581.675,116.335,20.920666217881305,50.0,149.0,99.0,149.0,9.77,1.954,1.3296179902513354,0.0,5.0,5.0,0.0,13.067269961828945,2.613453992365789,1.6321330306648776,0.0,5.916079783099616,5.916079783099616,0.0,12.9858,2.5971599999999997,0.9840200884128332,0.95,3.38,2.4299999999999997,0.95,,,,,,,4.4723107473739105,3.723093301399404,0.7446186602798808,0.0008595932329941537,0.7441169434783457,0.7493658653602099,0.00524892188186421,0.7447845362819826,0.8306379894140627,0.16612759788281256,0.17361002531113692,0.041044229168681036,0.747335008385784,0.706290779217103,0.3256153370902827,0.18881748168438034,0.03776349633687607,0.020096863310143032,0.0,0.05154639175257732,0.05154639175257732,0.0
P b n m,La0.5Pr0.2Ca0.3Mn1O3,293.0,0.101325,orthorhombic,La0.5Pr0.2Ca0.3Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.6999999999999997,0.74,1.4941218156495808,0.0,4.0,4.0,0.0,46.300000000000004,9.260000000000002,1.4941218156495808,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.7,4.34,2.3546549641083296,0.0,6.0,6.0,0.0,138.29999999999998,27.659999999999997,2.35465496410833,26.0,32.0,6.0,32.0,548.551,109.71020000000001,31.876605057000656,0.67,126.0,125.33,117.19999999999999,9.700000000000001,1.9400000000000002,1.1901260437449472,0.0,4.0,4.0,0.0,13.076462017997246,2.615292403599449,1.4900488729149177,0.0,4.898979485566356,4.898979485566356,0.0,12.946,2.5892,0.9813884857690148,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,8.520625983382573,1.7041251966765145,3.7984071252191303,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.599358017957506,1.9198716035915013,7.0580011524596795,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.521809514755612,0.3043619029511224,1.0545275724770282,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,La0.4Pr0.3Ca0.3Mn1O3,293.0,0.101325,orthorhombic,La0.4Pr0.3Ca0.3Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.6999999999999997,0.74,1.4941218156495808,0.0,4.0,4.0,0.0,46.300000000000004,9.260000000000002,1.4941218156495808,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.7,4.34,2.35465496410833,0.0,6.0,6.0,0.0,138.29999999999998,27.659999999999997,2.35465496410833,26.0,32.0,6.0,32.0,548.131,109.6262,31.862288172069498,0.67,126.0,125.33,117.19999999999999,9.700000000000001,1.9400000000000002,1.1901260437449472,0.0,4.0,4.0,0.0,13.076462017997246,2.615292403599449,1.4900488729149177,0.0,4.898979485566356,4.898979485566356,0.0,12.949,2.5898,0.9805416666312553,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,8.520641023182879,1.7041282046365758,3.798406365977377,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.60257995919354,1.9205159918387078,7.057865831994344,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.521809514755612,0.3043619029511224,1.0545275724770282,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,La0.3Pr0.4Ca0.3Mn1O3,293.0,0.101325,orthorhombic,La0.3Pr0.4Ca0.3Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.6999999999999997,0.74,1.4941218156495808,0.0,4.0,4.0,0.0,46.300000000000004,9.260000000000002,1.4941218156495808,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.7,4.34,2.3546549641083296,0.0,6.0,6.0,0.0,138.29999999999998,27.659999999999997,2.35465496410833,26.0,32.0,6.0,32.0,547.711,109.54220000000001,31.84774329775973,0.67,126.0,125.33,117.19999999999999,9.700000000000001,1.9400000000000002,1.1901260437449472,0.0,4.0,4.0,0.0,13.076462017997246,2.615292403599449,1.4900488729149177,0.0,4.898979485566356,4.898979485566356,0.0,12.952,2.5904,0.9796937480662004,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,8.52065606298319,1.704131212596638,3.7984056067330902,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.605801900429574,1.9211603800859147,7.05773045010022,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.521809514755612,0.3043619029511224,1.0545275724770282,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,La0.2Pr0.5Ca0.3Mn1O3,293.0,0.101325,orthorhombic,La0.2Pr0.5Ca0.3Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.6999999999999997,0.74,1.4941218156495808,0.0,4.0,4.0,0.0,46.300000000000004,9.260000000000002,1.4941218156495808,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.7,4.34,2.3546549641083296,0.0,6.0,6.0,0.0,138.29999999999998,27.659999999999997,2.35465496410833,26.0,32.0,6.0,32.0,547.291,109.4582,31.83297012155793,0.67,126.0,125.33,117.19999999999999,9.700000000000001,1.9400000000000002,1.1901260437449472,0.0,4.0,4.0,0.0,13.076462017997246,2.615292403599449,1.4900488729149177,0.0,4.898979485566356,4.898979485566356,0.0,12.955,2.591,0.9788447272167327,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,8.520671102783497,1.7041342205566994,3.798404847486269,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.609023841665607,1.9218047683331214,7.057595006773769,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.521809514755612,0.3043619029511224,1.0545275724770282,0.0,4.477611940298507,4.477611940298507,0.0
P n m a,Sm0.592Sr0.408Mn0.912Ti0.133O2.546,293.0,0.101325,orthorhombic,Sm0.592Sr0.408Mn0.912Ti0.133O2.546,5.092,1.1091265519494662,0.9940278646293675,0.0,2.0,2.0,0.0,4.09,0.8908734480505336,0.9940278646293674,0.0,2.0,2.0,2.0,10.184,2.2182531038989324,1.988055729258735,0.0,4.0,4.0,0.0,17.362,3.7817468961010667,1.988055729258735,2.0,6.0,4.0,6.0,4.416,0.9618819429318232,1.8780234805307303,0.0,5.0,5.0,0.0,41.494,9.038118057068177,1.8780234805307303,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.274,14.0,0.0,14.0,14.0,0.0,14.0,19.692,4.289261598780222,2.453304289704558,0.0,6.0,6.0,0.0,127.22,27.710738401219775,2.453304289704558,26.0,32.0,6.0,32.0,533.7661,116.26358091918972,15.917293116437309,78.5,132.0,53.5,132.0,9.508,2.0710084948812892,1.5431675163738792,0.0,5.0,5.0,0.0,12.545266196780599,2.732578130424874,1.8290642198534934,0.0,5.916079783099616,5.916079783099616,0.0,11.456899999999997,2.4955129601394024,1.0005564088050205,1.01,3.38,2.37,1.01,,,,,,,3.910466030168077,3.4181567959229175,0.7445342617998078,0.0005327250686821476,0.7441169434783457,0.7456117424273003,0.0014947989489546565,0.7446559329300353,0.7246493458127343,0.15784128638918193,0.1537645921058148,0.041044229168681036,0.4929507479598195,0.45190651879113847,0.24117868179568958,0.16972667899115249,0.03696943563301078,0.020478094100526156,0.0,0.05154639175257732,0.05154639175257732,0.0
P n m a,Sm0.553Sr0.403Mn0.855Ti0.152O3.096,293.0,0.101325,orthorhombic,Sm0.553Sr0.403Mn0.855Ti0.152O3.096,6.192,1.223957303814983,0.9745989565292603,0.0,2.0,2.0,0.0,3.926,0.7760426961850166,0.9745989565292603,0.0,2.0,2.0,2.0,12.384,2.447914607629966,1.9491979130585206,0.0,4.0,4.0,0.0,17.97,3.552085392370033,1.9491979130585206,2.0,6.0,4.0,6.0,2.8659999999999997,0.5665151215655266,1.198467729442954,0.0,4.0,4.0,0.0,47.724000000000004,9.433484878434472,1.1984677294429538,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.82600000000001,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,21.442,4.238387033010476,2.4134148231410406,0.0,6.0,6.0,0.0,140.446,27.761612966989517,2.4134148231410406,26.0,32.0,6.0,32.0,528.49292,104.46588653884166,43.441678807567506,0.67,132.0,131.33,132.0,9.058,1.7904724253805095,0.9996936446034622,0.0,4.0,4.0,0.0,12.484356286736496,2.4677517862693206,1.3024303671345014,0.0,4.898979485566356,4.898979485566356,0.0,13.23943,2.6170053370231265,0.9725313277252191,1.01,3.38,2.37,1.01,,,,,,,3.910466030168077,15.05795670441424,2.9764690066049093,5.542368495595367,0.7441169434783457,16.73865359768322,15.994536654204875,0.7446559329300353,21.6419405377745,4.277908783904822,10.299821820880982,0.041044229168681036,29.850746268656714,29.809702039488034,0.24117868179568958,3.318091501177092,0.6558789288746969,1.5392193928727125,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,La1.75Ca0.25Mn1Ti1O6,293.0,0.101325,orthorhombic,La1.75Ca0.25Mn1Ti1O6,12.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,8.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,24.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,36.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,4.75,0.475,1.1399013115177998,0.0,4.0,4.0,0.0,95.25,9.525,1.1399013115177998,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,14.0,0.0,14.0,14.0,0.0,14.0,40.75,4.075,2.5533066795823802,0.0,6.0,6.0,0.0,279.25,27.925,2.5533066795823802,26.0,32.0,6.0,32.0,1129.6425,112.96424999999999,24.731158372334686,0.67,126.0,125.33,117.19999999999999,16.75,1.675,1.0580051984749415,0.0,4.0,4.0,0.0,23.345094006772644,2.3345094006772644,1.350949983585433,0.0,4.898979485566356,4.898979485566356,0.0,25.905,2.5905,0.9782585292242536,1.06,3.38,2.32,1.1900000000000002,,,,,,,5.164189363382044,11.443555049778213,1.1443555049778213,2.4970862137754755,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,8.886162694570864,0.8886162694570864,4.639946274521657,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.4556795103108122,0.14556795103108122,0.6939781759487917,0.0,4.477611940298507,4.477611940298507,0.0
P b a m,Ni1Cu1Mn1B1O5,295.0,0.101325,orthorhombic,Ni1Cu1Mn1B1O5,10.0,1.1111111111111112,0.9938079899999066,0.0,2.0,2.0,0.0,8.0,0.8888888888888888,0.9938079899999066,0.0,2.0,2.0,2.0,20.0,2.2222222222222223,1.9876159799998132,0.0,4.0,4.0,0.0,34.0,3.7777777777777777,1.9876159799998132,2.0,6.0,4.0,6.0,21.0,2.3333333333333335,3.527668414752787,0.0,9.0,9.0,0.0,69.0,7.666666666666667,3.5276684147527875,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,14.0,0.0,14.0,14.0,0.0,14.0,51.0,5.666666666666667,2.4037008503093262,0.0,9.0,9.0,0.0,237.0,26.333333333333332,2.403700850309326,23.0,32.0,9.0,32.0,837.33,93.03666666666668,43.321212150887725,0.83,126.0,125.17,41.0,17.0,1.8888888888888888,0.9938079899999066,0.0,4.0,4.0,2.0,23.601593041612375,2.6223992268458196,1.2067956033942875,0.0,4.898979485566356,4.898979485566356,2.8284271247461903,24.599999999999998,2.733333333333333,0.7326511978955454,1.6400000000000001,3.38,1.7399999999999998,2.13,,,,,,,2.751656430121982,18.533326603472297,2.059258511496922,3.7188895039829757,0.7441169434783457,12.577866393751814,11.833749450273467,0.7445902745961199,28.158481474365047,3.1287201638183384,8.567387752297229,0.041044229168681036,27.359635395025087,27.318591165856407,0.06741297615854171,10.031053144837516,1.1145614605375018,3.0137856964314107,0.0,9.63855421686747,9.63855421686747,0.0
P b n m,Nd0.5Ca0.5Mn0.99Ru0.01O3,300.0,0.101325,orthorhombic,Nd0.5Ca0.5Mn0.99Ru0.01O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.5100000000000002,0.7020000000000001,1.4301034927584788,0.0,4.0,4.0,0.0,46.49,9.298,1.4301034927584786,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.51,4.3020000000000005,2.3729298346137417,0.0,6.0,6.0,0.0,138.49,27.698,2.372929834613742,26.0,32.0,6.0,32.0,534.3415,106.8683,36.55213887189093,0.67,126.0,125.33,113.99999999999999,9.51,1.902,1.1490848532636744,0.0,4.0,4.0,0.0,12.87357280223774,2.574714560447548,1.453562840822298,0.0,4.898979485566356,4.898979485566356,0.0,12.9465,2.5893,0.9834635275392779,1.06,3.38,2.32,1.06,,,,,,,3.259355563771952,10.919586009971114,2.183917201994223,4.5772528701573245,0.7441169434783457,16.73865359768322,15.994536654204875,0.7444289399193718,14.001779897892604,2.8003559795785207,8.508036540131346,0.041044229168681036,29.850746268656714,29.809702039488034,0.13620933372807387,2.18529843955835,0.43705968791167005,1.2708385312017563,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Nd0.5Ca0.5Mn0.98Ru0.02O3,300.0,0.101325,orthorhombic,Nd0.5Ca0.5Mn0.98Ru0.02O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,3.52,0.704,1.4423536320888857,0.0,4.0,4.0,0.0,46.48,9.296,1.4423536320888852,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.52,4.304,2.37730603835518,0.0,6.0,6.0,0.0,138.48,27.695999999999998,2.37730603835518,26.0,32.0,6.0,32.0,537.948,107.58959999999999,35.152011092396975,0.67,126.0,125.33,113.99999999999999,9.52,1.904,1.1622323347764854,0.0,4.0,4.0,0.0,12.875882814350025,2.5751765628700047,1.4671283754481161,0.0,4.898979485566356,4.898979485566356,0.0,12.953,2.5906,0.9828538243299457,1.06,3.38,2.32,1.06,,,,,,,3.259355563771952,10.119953595093754,2.0239907190187507,4.339117396030577,0.7441169434783457,16.73865359768322,15.994536654204875,0.7444289399193718,12.526907017346174,2.5053814034692348,8.06490602461291,0.041044229168681036,29.850746268656714,29.809702039488034,0.13620933372807387,1.9634560591039343,0.39269121182078687,1.204730691938205,0.0,4.477611940298507,4.477611940298507,0.0
