HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,all_valence_s_sum,all_valence_s_avg,all_valence_s_dev,all_valence_s_min,all_valence_s_max,all_valence_s_range,all_valence_s_mode,all_unfilled_valence_s_sum,all_unfilled_valence_s_avg,all_unfilled_valence_s_dev,all_unfilled_valence_s_min,all_unfilled_valence_s_max,all_unfilled_valence_s_range,all_unfilled_valence_s_mode,all_valence_p_sum,all_valence_p_avg,all_valence_p_dev,all_valence_p_min,all_valence_p_max,all_valence_p_range,all_valence_p_mode,all_unfilled_valence_p_sum,all_unfilled_valence_p_avg,all_unfilled_valence_p_dev,all_unfilled_valence_p_min,all_unfilled_valence_p_max,all_unfilled_valence_p_range,all_unfilled_valence_p_mode,all_valence_d_sum,all_valence_d_avg,all_valence_d_dev,all_valence_d_min,all_valence_d_max,all_valence_d_range,all_valence_d_mode,all_unfilled_valence_d_sum,all_unfilled_valence_d_avg,all_unfilled_valence_d_dev,all_unfilled_valence_d_min,all_unfilled_valence_d_max,all_unfilled_valence_d_range,all_unfilled_valence_d_mode,all_valence_f_sum,all_valence_f_avg,all_valence_f_dev,all_valence_f_min,all_valence_f_max,all_valence_f_range,all_valence_f_mode,all_unfilled_valence_f_sum,all_unfilled_valence_f_avg,all_unfilled_valence_f_dev,all_unfilled_valence_f_min,all_unfilled_valence_f_max,all_unfilled_valence_f_range,all_unfilled_valence_f_mode,all_valence_total_sum,all_valence_total_avg,all_valence_total_dev,all_valence_total_min,all_valence_total_max,all_valence_total_range,all_valence_total_mode,all_unfilled_valence_total_sum,all_unfilled_valence_total_avg,all_unfilled_valence_total_dev,all_unfilled_valence_total_min,all_unfilled_valence_total_max,all_unfilled_valence_total_range,all_unfilled_valence_total_mode,all_ionic_radius_sum,all_ionic_radius_avg,all_ionic_radius_dev,all_ionic_radius_min,all_ionic_radius_max,all_ionic_radius_range,all_ionic_radius_mode,all_unpaired_electrons_sum,all_unpaired_electrons_avg,all_unpaired_electrons_dev,all_unpaired_electrons_min,all_unpaired_electrons_max,all_unpaired_electrons_range,all_unpaired_electrons_mode,all_spin_moment_sum,all_spin_moment_avg,all_spin_moment_dev,all_spin_moment_min,all_spin_moment_max,all_spin_moment_range,all_spin_moment_mode,all_pauling_en_sum,all_pauling_en_avg,all_pauling_en_dev,all_pauling_en_min,all_pauling_en_max,all_pauling_en_range,all_pauling_en_mode,all_mulliken_en_sum,all_mulliken_en_avg,all_mulliken_en_dev,all_mulliken_en_min,all_mulliken_en_max,all_mulliken_en_range,all_mulliken_en_mode,all_allred_rochow_en_sum,all_allred_rochow_en_avg,all_allred_rochow_en_dev,all_allred_rochow_en_min,all_allred_rochow_en_max,all_allred_rochow_en_range,all_allred_rochow_en_mode,all_gordy_en_sum,all_gordy_en_avg,all_gordy_en_dev,all_gordy_en_min,all_gordy_en_max,all_gordy_en_range,all_gordy_en_mode,all_mb_en_sum,all_mb_en_avg,all_mb_en_dev,all_mb_en_min,all_mb_en_max,all_mb_en_range,all_mb_en_mode
R -3 c H,La0.7Sr0.3Mn0.875Cu0.125O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.875Cu0.125O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,4.199999999999999,0.8399999999999999,1.877338541659442,0.0,9.0,9.0,0.0,45.800000000000004,9.16,1.877338541659442,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,22.2,4.4399999999999995,2.4731356614629934,0.0,9.0,9.0,0.0,137.79999999999998,27.559999999999995,2.473135661462994,23.0,32.0,9.0,32.0,546.1247500000001,109.22495,36.16398144559722,0.67,132.0,131.33,117.19999999999999,9.2,1.8399999999999999,1.1155267813907472,0.0,4.0,4.0,0.0,12.552346415827696,2.510469283165539,1.4168782510442834,0.0,4.898979485566356,4.898979485566356,0.0,12.968749999999998,2.5937499999999996,0.9806739710525613,1.01,3.38,2.37,1.1900000000000002,,,,,,,5.164189363382044,10.519844419050896,2.1039688838101793,4.460487111496642,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,13.325983316881176,2.665196663376235,8.28700998207753,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,2.0817031882724994,0.4163406376544999,1.238017760636321,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Sr0.3Mn0.85Cu0.15O3,293.0,0.101325,trigonal,La0.7Sr0.3Mn0.85Cu0.15O3,6.0,1.1999999999999997,0.9797958971132711,0.0,2.0,2.0,0.0,3.9999999999999996,0.7999999999999998,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.3999999999999995,1.9595917942265422,0.0,4.0,4.0,0.0,18.0,3.599999999999999,1.9595917942265424,2.0,6.0,4.0,6.0,4.300000000000001,0.86,1.944325075701077,0.0,9.0,9.0,0.0,45.699999999999996,9.139999999999997,1.944325075701077,1.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,22.300000000000004,4.46,2.495676261056309,0.0,9.0,9.0,0.0,137.70000000000002,27.54,2.495676261056309,23.0,32.0,9.0,32.0,544.3915,108.87829999999997,36.87361916207846,0.67,132.0,131.33,117.19999999999999,9.1,1.8199999999999996,1.0989085494252921,0.0,4.0,4.0,0.0,12.447523295393783,2.489504659078756,1.4008449423205855,0.0,4.898979485566356,4.898979485566356,0.0,12.977500000000001,2.5955,0.9792327353596794,1.01,3.38,2.37,1.1900000000000002,,,,,,,5.164189363382044,10.919680502524045,2.1839361005048086,4.577246920854137,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,14.06629899227627,2.8132597984552534,8.504024431928354,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,2.193681922975877,0.4387363845951753,1.2703584036295115,0.0,4.477611940298507,4.477611940298507,0.0
R -3 m H,Li1Ni0.65Co0.25Mn0.1O2,293.0,0.101325,trigonal,Li1Ni0.65Co0.25Mn0.1O2,4.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,8.0,2.0,2.0,0.0,4.0,4.0,0.0,16.0,4.0,2.0,2.0,6.0,4.0,6.0,6.449999999999999,1.6124999999999998,2.8569815802696383,0.0,7.0,7.0,0.0,33.55,8.3875,2.8569815802696383,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,14.0,0.0,14.0,14.0,0.0,14.0,18.45,4.6125,2.7363011073344983,0.0,7.0,7.0,6.0,109.55000000000001,27.387500000000003,2.736301107334498,25.0,32.0,7.0,26.0,410.26700000000005,102.56675000000001,27.196815382274078,0.67,126.0,125.33,90.0,7.1499999999999995,1.7874999999999999,1.147755962737724,0.0,4.0,4.0,3.0,9.683737016603637,2.420934254150909,1.4921720199356303,0.0,4.898979485566356,4.898979485566356,3.872983346207417,9.726500000000001,2.4316250000000004,1.0068620110894044,1.01,3.38,2.37,1.01,,,,,,,2.84911000171763,4.5770318016022244,1.1442579504005561,2.497101846393246,0.744056196760504,16.73865359768322,15.994597400922718,0.744056196760504,3.3489627516463507,0.8372406879115877,4.647212690582716,0.01408832436034581,29.850746268656714,29.836657944296366,0.01408832436034581,0.6243953802742064,0.1560988450685516,0.6927067428130305,0.0,4.477611940298507,4.477611940298507,0.0
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,298.0,0.101325,trigonal,Li1Ni0.4Mn0.4Co0.2O2,4.0,1.0,1.0,0.0,2.0,2.0,0.0,3.9999999999999996,0.9999999999999999,1.0,0.0,2.0,2.0,2.0,8.0,2.0,2.0,0.0,4.0,4.0,0.0,16.0,4.0,2.0,2.0,6.0,4.0,6.0,5.600000000000001,1.4000000000000004,2.6532998322843198,0.0,8.0,8.0,0.0,34.4,8.6,2.6532998322843198,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99999999999999,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,17.599999999999998,4.3999999999999995,2.764054992217051,0.0,8.0,8.0,7.0,110.39999999999999,27.599999999999998,2.7640549922170505,24.0,32.0,8.0,25.0,374.93399999999997,93.73349999999999,42.92461779387209,0.67,126.0,125.33,90.0,6.800000000000001,1.7000000000000002,1.0535653752852738,0.0,3.0,3.0,3.0,9.320926351407554,2.3302315878518884,1.403574275546994,0.0,3.872983346207417,3.872983346207417,3.872983346207417,9.62,2.405,1.0219173156376204,1.01,3.38,2.37,1.01,,,,,,,2.84911000171763,11.741422430699872,2.935355607674968,5.270946293725959,0.744056196760504,16.73865359768322,15.994597400922718,0.744056196760504,17.619050918215994,4.404762729553998,10.35088829056985,0.01408832436034581,29.850746268656714,29.836657944296366,0.01408832436034581,3.8487318426894594,0.9621829606723649,2.3929239836420875,0.0,9.63855421686747,9.63855421686747,0.0
R -3 c H,La0.7Sr0.3Mn0.9Ti0.1O3,311.0,0.101325,trigonal,La0.7Sr0.3Mn0.9Ti0.1O3,6.0,1.2000000000000002,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8000000000000002,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4000000000000004,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6000000000000005,1.9595917942265426,2.0,6.0,4.0,6.0,3.4,0.68,1.4204224723651764,0.0,4.0,4.0,0.0,46.6,9.320000000000002,1.4204224723651762,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,21.4,4.28,2.4003333101883997,0.0,6.0,6.0,0.0,138.6,27.720000000000002,2.4003333101884,26.0,32.0,6.0,32.0,555.041,111.00820000000003,32.27931329443054,0.67,132.0,131.33,117.19999999999999,9.4,1.8800000000000003,1.1600000000000001,0.0,4.0,4.0,0.0,12.7597691501975,2.5519538300395004,1.4586060637974634,0.0,4.898979485566356,4.898979485566356,0.0,12.924,2.5848000000000004,0.9879944129396685,1.01,3.38,2.37,1.1900000000000002,,,,,,,5.164189363382044,8.520642199119369,1.704128439823874,3.798406304012209,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.620297089985991,1.9240594179971986,7.056921814321284,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.5179485412555729,0.30358970825111464,1.0547269681570615,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Sr0.3Mn0.8Ti0.2O3,281.0,0.101325,trigonal,La0.7Sr0.3Mn0.8Ti0.2O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.1,0.62,1.3399999999999999,0.0,4.0,4.0,0.0,46.9,9.379999999999999,1.3399999999999999,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.099999999999998,4.22,2.4436857408431223,0.0,6.0,6.0,0.0,138.89999999999998,27.779999999999994,2.4436857408431223,26.0,32.0,6.0,32.0,555.291,111.05820000000001,32.23081982761221,0.67,132.0,131.33,117.19999999999999,9.1,1.8199999999999998,1.1258774356030057,0.0,4.0,4.0,0.0,12.44307628239775,2.48861525647955,1.42365519182744,0.0,4.898979485566356,4.898979485566356,0.0,12.923,2.5846,0.9881866422898055,1.01,3.38,2.37,1.1900000000000002,,,,,,,5.164189363382044,8.520620396553582,1.7041240793107164,3.798407405010077,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,9.616189240066259,1.9232378480132517,7.057118493540538,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.5140875677555334,0.3028175135511067,1.0549257609102027,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.667Sr0.25K0.083Mn1O3,293.0,0.101325,trigonal,La0.667Sr0.25K0.083Mn1O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,3.5839999999999996,0.7167999999999999,1.450447434414636,0.0,4.0,4.0,0.0,46.416,9.283199999999999,1.450447434414636,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.584,4.3168,2.362802945655858,0.0,6.0,6.0,0.0,138.416,27.6832,2.362802945655858,26.0,32.0,6.0,32.0,547.91112,109.582224,36.38972090706144,0.67,152.0,151.33,117.19999999999999,9.584,1.9167999999999998,1.1590848804121292,0.0,4.0,4.0,0.0,12.957446465831609,2.5914892931663216,1.4612950569287226,0.0,4.898979485566356,4.898979485566356,0.0,12.909260000000002,2.5818520000000005,0.9933620941509695,0.85,3.38,2.53,1.1900000000000002,,,,,,,5.164189363382044,10.375852096244085,2.075170419248817,4.417346923612764,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,13.03954956318348,2.607909912636696,8.207983185546768,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,2.035301671804761,0.40706033436095224,1.2263943970410984,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.667Sr0.167K0.166Mn1O3,293.0,0.101325,trigonal,La0.667Sr0.167K0.166Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.501,0.7001999999999999,1.4181396123090282,0.0,4.0,4.0,0.0,46.499,9.299800000000001,1.4181396123090277,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.501,4.3002,2.3684762950048706,0.0,6.0,6.0,0.0,138.499,27.6998,2.3684762950048706,26.0,32.0,6.0,32.0,543.11123,108.62224599999999,39.06002278718593,0.67,152.0,151.33,117.19999999999999,9.501,1.9002,1.136063360909065,0.0,4.0,4.0,0.0,12.872288786264816,2.574457757252963,1.4401275138403693,0.0,4.898979485566356,4.898979485566356,0.0,12.898470000000001,2.5796940000000004,0.9973039087279263,0.85,3.38,2.53,1.1900000000000002,,,,,,,5.164189363382044,11.703276076718753,2.3406552153437508,4.793998444796869,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,15.48399198783875,3.09679839756775,8.909087818709777,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,2.40271416348648,0.480542832697296,1.3310110299792055,0.0,4.477611940298507,4.477611940298507,0.0
R -3 m H,Li1.12Ni0.374Mn0.374Co0.132O2,293.0,0.101325,trigonal,Li1.12Ni0.374Mn0.374Co0.132O2,4.0,1.0,1.0,0.0,2.0,2.0,0.0,4.000000000000001,1.0000000000000002,1.0,0.0,2.0,2.0,2.0,8.0,2.0,2.0,0.0,4.0,4.0,0.0,16.0,4.0,2.0,2.0,6.0,4.0,6.0,4.666,1.1665,2.3846965739900745,0.0,8.0,8.0,0.0,35.334,8.8335,2.384696573990075,2.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99999999999999,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,16.666,4.1665,2.77268421389815,0.0,8.0,8.0,7.0,111.334,27.8335,2.77268421389815,24.0,32.0,8.0,25.0,392.2622400000001,98.06556000000002,36.83640194815992,0.67,126.0,125.33,90.0,6.638,1.6595,1.1061463510765654,0.0,3.0,3.0,3.0,9.062990481711985,2.2657476204279963,1.470675940010196,0.0,3.872983346207417,3.872983346207417,3.872983346207417,9.5198,2.37995,1.0452594881176636,1.01,3.38,2.37,1.01,,,,,,,2.84911000171763,8.982650738946685,2.245662684736671,4.662084926495814,0.744056196760504,16.73865359768322,15.994597400922718,0.744056196760504,11.463442979946981,2.8658607449867453,8.688356877153037,0.01408832436034581,29.850746268656714,29.836657944296366,0.01408832436034581,1.8347719364987625,0.4586929841246906,1.3087422741063457,0.0,9.63855421686747,9.63855421686747,0.0
R -3 m H,Li0.98Ni0.374Mn0.374Co0.132O2,293.0,0.101325,trigonal,Li0.98Ni0.374Mn0.374Co0.132O2,4.0,1.0362694300518136,0.9993420477712907,0.0,2.0,2.0,0.0,3.72,0.9637305699481866,0.9993420477712907,0.0,2.0,2.0,2.0,8.0,2.072538860103627,1.9986840955425813,0.0,4.0,4.0,0.0,15.159999999999998,3.927461139896373,1.9986840955425813,2.0,6.0,4.0,6.0,4.526,1.1725388601036268,2.3364142137094555,0.0,7.0,7.0,0.0,34.074,8.827461139896373,2.3364142137094555,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04,14.0,0.0,14.0,14.0,0.0,14.0,16.526,4.281347150259068,2.6751813165424676,0.0,7.0,7.0,6.0,106.994,27.718652849740934,2.6751813165424676,25.0,32.0,7.0,26.0,377.97857999999997,97.92191191709844,37.615076183529915,0.67,126.0,125.33,90.0,6.778,1.7559585492227978,1.137686152093473,0.0,5.0,5.0,3.0,9.206613686335487,2.385133079361525,1.4835017692725854,0.0,5.916079783099616,5.916079783099616,3.872983346207417,9.3826,2.4307253886010365,1.0298669325120813,1.01,3.38,2.37,2.0,,,,,,,2.84911000171763,8.854871994950605,2.294008288847307,4.731283739641477,0.744056196760504,16.73865359768322,15.994597400922718,0.744056196760504,11.4134271412172,2.956846409641762,8.809459627411716,0.01408832436034581,29.850746268656714,29.836657944296366,0.01408832436034581,1.8157711004821453,0.47040702085029673,1.3128400710305022,0.0,4.477611940298507,4.477611940298507,0.0
R -3 m H,Li0.7Ni0.374Mn0.374Co0.132O1.89,293.0,0.101325,trigonal,Li0.7Ni0.374Mn0.374Co0.132O1.89,3.78,1.0893371757925072,0.9960014402707553,0.0,2.0,2.0,0.0,3.16,0.9106628242074929,0.9960014402707553,0.0,2.0,2.0,2.0,7.56,2.1786743515850144,1.9920028805415106,0.0,4.0,4.0,0.0,13.26,3.821325648414986,1.9920028805415106,2.0,6.0,4.0,6.0,4.466,1.2870317002881846,2.398974109900922,0.0,7.0,7.0,0.0,30.233999999999995,8.712968299711815,2.3989741099009216,3.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57999999999999,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,15.806000000000001,4.555043227665706,2.5042319652706957,0.0,7.0,7.0,6.0,95.23399999999998,27.44495677233429,2.5042319652706957,25.0,32.0,7.0,26.0,338.43858,97.53273198847263,39.384737059270584,0.67,126.0,125.33,90.0,6.617999999999999,1.9072046109510086,1.1230002893040634,0.0,5.0,5.0,3.0,8.956512720465401,2.581127585148531,1.4320435359642982,0.0,5.916079783099616,5.916079783099616,3.872983346207417,8.7298,2.515792507204611,0.9903000113936868,1.01,3.38,2.37,2.0,,,,,,,2.84911000171763,8.56470452537145,2.4682145606257784,4.959897046485644,0.744056196760504,16.73865359768322,15.994597400922718,0.744056196760504,11.40705030077722,3.287334380627441,9.232997450881646,0.01408832436034581,29.850746268656714,29.836657944296366,0.01408832436034581,1.8102106171843484,0.521674529447939,1.3752034966166182,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Ca0.26Na0.04Mn1O3,293.0,0.101325,trigonal,La0.7Ca0.26Na0.04Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.66,0.732,1.4792484578325575,0.0,4.0,4.0,0.0,46.34,9.268,1.4792484578325578,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.66,4.332,2.3574935842966784,0.0,6.0,6.0,0.0,138.34,27.668,2.3574935842966784,26.0,32.0,6.0,32.0,546.3578,109.27156,33.245019181320984,0.67,126.0,125.33,117.19999999999999,9.66,1.932,1.1795660218911022,0.0,4.0,4.0,0.0,13.035422172422887,2.6070844344845776,1.4802400992637075,0.0,4.898979485566356,4.898979485566356,0.0,12.9372,2.58744,0.9841344656092478,0.9600000000000001,3.38,2.42,1.1900000000000002,,,,,,,5.164189363382044,9.16032648329847,1.8320652966596938,4.026472713634213,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,10.773953969807499,2.1547907939615,7.482308374565255,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.698875775807043,0.3397751551614086,1.1178500395343085,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Ca0.24Na0.06Mn1O3,293.0,0.101325,trigonal,La0.7Ca0.24Na0.06Mn1O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,3.64,0.728,1.47173910731488,0.0,4.0,4.0,0.0,46.36000000000001,9.272000000000002,1.47173910731488,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.00000000000001,14.000000000000004,3.552713678800501e-15,14.0,14.0,0.0,14.0,21.64,4.328,2.3589014392297103,0.0,6.0,6.0,0.0,138.36,27.672000000000004,2.3589014392297103,26.0,32.0,6.0,32.0,544.8412000000001,108.96824000000001,33.89130555323002,0.67,126.0,125.33,117.19999999999999,9.64,1.9280000000000002,1.1742299604421615,0.0,4.0,4.0,0.0,13.01490224963571,2.6029804499271423,1.4752941324688764,0.0,4.898979485566356,4.898979485566356,0.0,12.9358,2.58716,0.9846617360291806,0.9600000000000001,3.38,2.42,1.1900000000000002,,,,,,,5.164189363382044,9.480191773056724,1.8960383546113448,4.13430671355932,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,11.364473886968531,2.2728947773937063,7.682835623087673,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.7874089063327583,0.35748178126655167,1.1477927913822485,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Ca0.22Na0.08Mn1O3,293.0,0.101325,trigonal,La0.7Ca0.22Na0.08Mn1O3,6.0,1.2,0.9797958971132713,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132713,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265426,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265426,2.0,6.0,4.0,6.0,3.62,0.724,1.4641803167642977,0.0,4.0,4.0,0.0,46.379999999999995,9.276,1.464180316764298,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.62,4.324,2.3603016756338584,0.0,6.0,6.0,0.0,138.38,27.676,2.3603016756338584,26.0,32.0,6.0,32.0,543.3245999999999,108.66491999999998,34.522831254020865,0.67,126.0,125.33,117.19999999999999,9.620000000000001,1.9240000000000002,1.1688558508216484,0.0,4.0,4.0,0.0,12.99438232684853,2.598876465369706,1.4703200732314932,0.0,4.898979485566356,4.898979485566356,0.0,12.934400000000002,2.5868800000000003,0.985188644676744,0.9600000000000001,3.38,2.42,1.1900000000000002,,,,,,,5.164189363382044,9.800057062814979,1.9600114125629957,4.238433246570612,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,11.954993804129561,2.3909987608259122,7.87648974536725,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.8759420368584736,0.37518840737169473,1.1767076203523108,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.7Ca0.2Na0.1Mn1O3,293.0,0.101325,trigonal,La0.7Ca0.2Na0.1Mn1O3,6.0,1.2,0.9797958971132712,0.0,2.0,2.0,0.0,4.0,0.8,0.9797958971132712,0.0,2.0,2.0,2.0,12.0,2.4,1.9595917942265424,0.0,4.0,4.0,0.0,18.0,3.6,1.9595917942265424,2.0,6.0,4.0,6.0,3.6,0.72,1.4565713164826501,0.0,4.0,4.0,0.0,46.4,9.28,1.45657131648265,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,0.0,14.0,14.0,0.0,14.0,21.599999999999998,4.319999999999999,2.3616943070600818,0.0,6.0,6.0,0.0,138.4,27.68,2.3616943070600818,26.0,32.0,6.0,32.0,541.808,108.3616,35.14039210708953,0.67,126.0,125.33,117.19999999999999,9.600000000000001,1.9200000000000004,1.163443165779919,0.0,4.0,4.0,0.0,12.973862404061352,2.5947724808122703,1.4653176354699813,0.0,4.898979485566356,4.898979485566356,0.0,12.933,2.5866,0.9857151921320884,0.9600000000000001,3.38,2.42,1.1900000000000002,,,,,,,5.164189363382044,10.119922352573235,2.0239844705146472,4.339119226893996,0.7441169434783457,16.73865359768322,15.994536654204875,0.7452924298359429,12.545513721290591,2.509102744258118,8.063765938106142,0.041044229168681036,29.850746268656714,29.809702039488034,0.42192974031338953,1.964475167384189,0.3928950334768378,1.204668546292003,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.67Pb0.33Mn0.99Co0.01O2.97,293.0,0.101325,trigonal,La0.67Pb0.33Mn0.99Co0.01O2.97,5.94,1.1951710261569415,0.9807692238997134,0.0,2.0,2.0,0.0,4.0,0.8048289738430583,0.9807692238997134,0.0,2.0,2.0,2.0,11.88,2.390342052313883,1.9615384477994269,0.0,4.0,4.0,0.0,17.94,3.6096579476861166,1.9615384477994269,2.0,6.0,4.0,6.0,7.709999999999999,1.5513078470824946,2.864808205820349,0.0,10.0,10.0,0.0,41.99000000000001,8.448692152917506,2.864808205820349,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.58000000000001,14.0,0.0,14.0,14.0,0.0,14.0,25.53,5.1368209255533195,2.3957945116762027,0.0,10.0,10.0,0.0,133.51,26.863179074446673,2.3957945116762027,22.0,32.0,10.0,32.0,568.569,114.40020120724344,17.290757116148974,78.5,126.0,47.5,117.19999999999999,10.31,2.0744466800804826,1.407257327137699,0.0,5.0,5.0,0.0,13.675646197731592,2.7516390739902596,1.6914721339503853,0.0,5.916079783099616,5.916079783099616,0.0,13.101099999999999,2.6360362173038223,0.9219089321463395,1.1900000000000002,3.38,2.1899999999999995,1.1900000000000002,,,,,,,5.164189363382044,3.7009361582248705,0.7446551626206982,0.0008166266032039972,0.7441169434783457,0.7471278469629321,0.0030109034845864358,0.7452924298359429,0.9039014652804411,0.18187152218922353,0.21323063410919008,0.041044229168681036,0.7972089055941267,0.7561646764254457,0.42192974031338953,0.22895553706479074,0.04606751248788545,0.023671736807178514,0.0,0.1092896174863388,0.1092896174863388,0.0
