HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,var_valence_s_sum,var_valence_s_avg,var_valence_s_dev,var_valence_s_min,var_valence_s_max,var_valence_s_range,var_valence_s_mode,var_unfilled_valence_s_sum,var_unfilled_valence_s_avg,var_unfilled_valence_s_dev,var_unfilled_valence_s_min,var_unfilled_valence_s_max,var_unfilled_valence_s_range,var_unfilled_valence_s_mode,var_valence_p_sum,var_valence_p_avg,var_valence_p_dev,var_valence_p_min,var_valence_p_max,var_valence_p_range,var_valence_p_mode,var_unfilled_valence_p_sum,var_unfilled_valence_p_avg,var_unfilled_valence_p_dev,var_unfilled_valence_p_min,var_unfilled_valence_p_max,var_unfilled_valence_p_range,var_unfilled_valence_p_mode,var_valence_d_sum,var_valence_d_avg,var_valence_d_dev,var_valence_d_min,var_valence_d_max,var_valence_d_range,var_valence_d_mode,var_unfilled_valence_d_sum,var_unfilled_valence_d_avg,var_unfilled_valence_d_dev,var_unfilled_valence_d_min,var_unfilled_valence_d_max,var_unfilled_valence_d_range,var_unfilled_valence_d_mode,var_valence_f_sum,var_valence_f_avg,var_valence_f_dev,var_valence_f_min,var_valence_f_max,var_valence_f_range,var_valence_f_mode,var_unfilled_valence_f_sum,var_unfilled_valence_f_avg,var_unfilled_valence_f_dev,var_unfilled_valence_f_min,var_unfilled_valence_f_max,var_unfilled_valence_f_range,var_unfilled_valence_f_mode,var_valence_total_sum,var_valence_total_avg,var_valence_total_dev,var_valence_total_min,var_valence_total_max,var_valence_total_range,var_valence_total_mode,var_unfilled_valence_total_sum,var_unfilled_valence_total_avg,var_unfilled_valence_total_dev,var_unfilled_valence_total_min,var_unfilled_valence_total_max,var_unfilled_valence_total_range,var_unfilled_valence_total_mode,var_ionic_radius_sum,var_ionic_radius_avg,var_ionic_radius_dev,var_ionic_radius_min,var_ionic_radius_max,var_ionic_radius_range,var_ionic_radius_mode,var_unpaired_electrons_sum,var_unpaired_electrons_avg,var_unpaired_electrons_dev,var_unpaired_electrons_min,var_unpaired_electrons_max,var_unpaired_electrons_range,var_unpaired_electrons_mode,var_spin_moment_sum,var_spin_moment_avg,var_spin_moment_dev,var_spin_moment_min,var_spin_moment_max,var_spin_moment_range,var_spin_moment_mode,var_pauling_en_sum,var_pauling_en_avg,var_pauling_en_dev,var_pauling_en_min,var_pauling_en_max,var_pauling_en_range,var_pauling_en_mode,var_allred_rochow_en_sum,var_allred_rochow_en_avg,var_allred_rochow_en_dev,var_allred_rochow_en_min,var_allred_rochow_en_max,var_allred_rochow_en_range,var_allred_rochow_en_mode,var_gordy_en_sum,var_gordy_en_avg,var_gordy_en_dev,var_gordy_en_min,var_gordy_en_max,var_gordy_en_range,var_gordy_en_mode,var_mb_en_sum,var_mb_en_avg,var_mb_en_dev,var_mb_en_min,var_mb_en_max,var_mb_en_range,var_mb_en_mode
R -3 m H,Mn1Al0.65Li0.33O4H2,293.0,0.101325,trigonal,Mn1Al0.65Li0.33O4H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.2800000000000002,3.2800000000000002,0.44899888641287294,3.0,4.0,1.0,4.0,6.720000000000001,6.720000000000001,0.44899888641287294,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.2800000000000002,3.2800000000000002,0.44899888641287294,3.0,4.0,1.0,4.0,28.72,28.72,0.44899888641287294,28.0,29.0,1.0,28.0,22.4624,22.4624,34.9455833295139,0.67,78.5,77.83,78.5,3.2800000000000002,3.2800000000000002,0.44899888641287294,3.0,4.0,1.0,4.0,4.16026226522792,4.16026226522792,0.4606711240360703,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.6616,1.6616,0.013469966592386102,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,12.260476834804312,12.260476834804312,7.181058498902266,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,21.56387489305067,21.56387489305067,13.288557212477954,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,3.2381481129384917,3.2381481129384917,1.9875638508345868,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
P 3 1 c,Mg2H24O12Mn1Cl6,293.0,0.101325,trigonal,Mg2H24O12Mn1Cl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,27.0,27.0,0.0,27.0,27.0,0.0,27.0,97.0,97.0,0.0,97.0,97.0,0.0,97.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.916079783099616,5.916079783099616,0.0,5.916079783099616,5.916079783099616,0.0,5.916079783099616,1.61,1.61,0.0,1.61,1.61,0.0,1.61,0.7447630991603783,0.7447630991603783,0.0,0.7447630991603783,0.7447630991603783,0.0,0.7447630991603783,0.20618556701030927,0.20618556701030927,0.0,0.20618556701030927,0.20618556701030927,0.0,0.20618556701030927,0.05154639175257732,0.05154639175257732,0.0,0.05154639175257732,0.05154639175257732,0.0,0.05154639175257732
R -3 c H,La0.85Na0.12K0.03Mn1O3,293.0,0.101325,trigonal,La0.85Na0.12K0.03Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,6.299999999999999,6.299999999999999,0.45825756949558394,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,28.299999999999997,28.299999999999997,0.45825756949558394,28.0,29.0,1.0,28.0,55.150999999999996,55.150999999999996,35.6661866338413,0.67,78.5,77.83,78.5,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,4.591180643758674,4.591180643758674,0.4701704971344797,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.649,1.649,0.01374772708486743,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,5.543211690485947,5.543211690485947,7.329137139744612,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,9.133567829641601,9.133567829641601,13.562576911813405,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.3789523718984693,1.3789523718984693,2.028548860727481,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 c H,La0.85Na0.09K0.06Mn1O3,293.0,0.101325,trigonal,La0.85Na0.09K0.06Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,6.299999999999999,6.299999999999999,0.45825756949558394,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,28.299999999999997,28.299999999999997,0.45825756949558394,28.0,29.0,1.0,28.0,55.150999999999996,55.150999999999996,35.6661866338413,0.67,78.5,77.83,78.5,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,4.591180643758674,4.591180643758674,0.4701704971344797,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.649,1.649,0.01374772708486743,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,5.543211690485947,5.543211690485947,7.329137139744612,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,9.133567829641601,9.133567829641601,13.562576911813405,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.3789523718984693,1.3789523718984693,2.028548860727481,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 c H,La0.85Na0.06K0.09Mn1O3,293.0,0.101325,trigonal,La0.85Na0.06K0.09Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,6.299999999999999,6.299999999999999,0.45825756949558394,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,28.299999999999997,28.299999999999997,0.45825756949558394,28.0,29.0,1.0,28.0,55.150999999999996,55.150999999999996,35.6661866338413,0.67,78.5,77.83,78.5,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,4.591180643758674,4.591180643758674,0.4701704971344797,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.649,1.649,0.01374772708486743,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,5.543211690485947,5.543211690485947,7.329137139744612,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,9.133567829641601,9.133567829641601,13.562576911813405,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.3789523718984693,1.3789523718984693,2.028548860727481,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 c H,La0.85Na0.03K0.12Mn1O3,293.0,0.101325,trigonal,La0.85Na0.03K0.12Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,6.299999999999999,6.299999999999999,0.45825756949558394,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,28.299999999999997,28.299999999999997,0.45825756949558394,28.0,29.0,1.0,28.0,55.150999999999996,55.150999999999996,35.6661866338413,0.67,78.5,77.83,78.5,3.6999999999999997,3.6999999999999997,0.458257569495584,3.0,4.0,1.0,4.0,4.591180643758674,4.591180643758674,0.4701704971344797,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.649,1.649,0.01374772708486743,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,5.543211690485947,5.543211690485947,7.329137139744612,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,9.133567829641601,9.133567829641601,13.562576911813405,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.3789523718984693,1.3789523718984693,2.028548860727481,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 m H,Li1.2Mn0.54Ni0.13Co0.13O2,293.0,0.101325,trigonal,Li1.2Mn0.54Ni0.13Co0.13O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.45,4.3125,1.8946882989030147,3.0,8.0,5.0,7.0,4.55,5.687499999999999,1.8946882989030147,2.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.200000000000001,14.0,0.0,14.0,14.0,0.0,14.0,3.45,4.3125,1.8946882989030147,3.0,8.0,5.0,7.0,22.15,27.687499999999996,1.8946882989030147,24.0,29.0,5.0,25.0,20.7551,25.943875,37.701029080575175,0.67,88.5,87.83,0.67,2.39,2.9875,0.11110243021644485,2.0,3.0,1.0,3.0,3.087941114751322,3.8599263934391526,0.11605273470204926,2.8284271247461903,3.872983346207417,1.0445562214612267,3.872983346207417,1.4137,1.7671249999999998,0.140971572932276,1.67,2.0,0.33000000000000007,1.67,9.350960178220982,11.688700222776227,7.392467751387582,0.7449994039107853,16.73865359768322,15.993654193772436,16.73865359768322,16.46185218004588,20.57731522505735,13.690333029174607,0.24637115906546178,29.850746268656714,29.604375109591253,29.850746268656714,2.535929827156926,3.1699122839461573,2.156007286484534,0.07909604519774012,9.63855421686747,9.55945817166973,4.477611940298507
R -3 c H,La0.7Pb0.3Mn0.9Ni0.1O3,296.0,0.101325,trigonal,La0.7Pb0.3Mn0.9Ni0.1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.799999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,7.6,5.846153846153846,2.5067954979692804,4.0,10.0,6.0,10.0,5.3999999999999995,4.153846153846153,2.506795497969281,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,7.6,5.846153846153846,2.5067954979692804,4.0,10.0,6.0,10.0,34.0,26.153846153846153,2.506795497969281,22.0,28.0,6.0,22.0,101.883,78.37153846153845,23.572987097736664,0.83,97.0,96.17,91.5,4.0,3.0769230769230766,1.8170787401565718,0.0,5.0,5.0,0.0,4.895344308990991,3.7656494684546082,2.1778340165872243,0.0,5.916079783099616,5.916079783099616,0.0,2.243,1.7253846153846153,0.13898618551249467,1.61,1.97,0.3599999999999999,1.92,2.152493224477118,1.6557640188285523,3.1529394917814964,0.7447630991603783,12.577866393751814,11.833103294591435,0.7471278469629321,3.1947072736273947,2.4574671335595344,7.19233993307332,0.20618556701030927,27.359635395025087,27.15344982801478,0.7972089055941267,1.0426203750920815,0.802015673147755,2.551003881941082,0.050955414012738856,9.63855421686747,9.587598802854732,0.1092896174863388
R -3 c H,La0.6Sr0.3Ca0.1Mn1O3,293.0,0.101325,trigonal,La0.6Sr0.3Ca0.1Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,6.4,6.4,0.48989794855663565,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,28.400000000000002,28.400000000000002,0.4898979485566356,28.0,29.0,1.0,28.0,47.368,47.368,38.12875733616295,0.67,78.5,77.83,78.5,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,4.488581029822781,4.488581029822781,0.5026334038989722,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.6520000000000001,1.6520000000000001,0.014696938456698973,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,7.142560534371272,7.142560534371272,7.835177176458474,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,12.093164749500902,12.093164749500902,14.499004595936096,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.8216180245270461,1.8216180245270461,2.1686099511922405,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 c H,La0.6Sr0.2Ca0.2Mn1O3,293.0,0.101325,trigonal,La0.6Sr0.2Ca0.2Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,6.4,6.4,0.48989794855663565,6.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,28.400000000000002,28.400000000000002,0.4898979485566356,28.0,29.0,1.0,28.0,47.368,47.368,38.12875733616295,0.67,78.5,77.83,78.5,3.6,3.6,0.4898979485566356,3.0,4.0,1.0,4.0,4.488581029822781,4.488581029822781,0.5026334038989722,3.872983346207417,4.898979485566356,1.0259961393589387,4.898979485566356,1.6520000000000001,1.6520000000000001,0.014696938456698973,1.6400000000000001,1.67,0.029999999999999805,1.6400000000000001,7.142560534371272,7.142560534371272,7.835177176458474,0.7451651588299728,16.73865359768322,15.993488438853248,0.7451651588299728,12.093164749500902,12.093164749500902,14.499004595936096,0.25477707006369427,29.850746268656714,29.595969198593018,0.25477707006369427,1.8216180245270461,1.8216180245270461,2.1686099511922405,0.050955414012738856,4.477611940298507,4.426656526285768,0.050955414012738856
R -3 c H,La0.706Sr0.294Mn0.98Cr0.02O3,293.0,0.101325,trigonal,La0.706Sr0.294Mn0.98Cr0.02O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.686,3.686,0.6748362764404415,0.0,4.0,4.0,0.0,6.314,6.314,0.6748362764404415,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.999999999999998,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,3.686,3.686,0.6748362764404415,0.0,4.0,4.0,0.0,28.314,28.314,0.6748362764404415,28.0,32.0,4.0,32.0,58.72938,58.72938,33.88229914594935,0.58,78.5,77.92,0.58,3.686,3.686,0.6748362764404415,0.0,4.0,4.0,0.0,4.560916799245037,4.560916799245037,0.7823285437489829,0.0,4.898979485566356,4.898979485566356,0.0,1.65102,1.65102,0.029818779317738613,1.6400000000000001,1.8399999999999999,0.19999999999999973,1.8399999999999999,4.895303427674503,4.895303427674503,7.137297665070186,0.7451651588299728,21.12826386647348,20.383098707643505,21.12826386647348,7.833794200941244,7.833794200941244,12.995428467077785,0.25477707006369427,32.932793990402836,32.67801692033914,32.932793990402836,1.085773932883354,1.085773932883354,1.874699963857292,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.712Sr0.288Mn0.96Cr0.04O3,293.0,0.101325,trigonal,La0.712Sr0.288Mn0.96Cr0.04O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.672,3.672,0.8369085971598094,0.0,4.0,4.0,0.0,6.328000000000001,6.328000000000001,0.8369085971598094,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,3.672,3.672,0.8369085971598094,0.0,4.0,4.0,0.0,28.328000000000003,28.328000000000003,0.8369085971598094,28.0,32.0,4.0,32.0,62.30776000000001,62.30776000000001,31.59642250291004,0.58,78.5,77.92,0.58,3.672,3.672,0.8369085971598094,0.0,4.0,4.0,0.0,4.5306529547314005,4.5306529547314005,1.000591726821501,0.0,4.898979485566356,4.898979485566356,0.0,1.6530400000000003,1.6530400000000003,0.0397637825162546,1.6400000000000001,1.8399999999999999,0.19999999999999973,1.8399999999999999,4.247395164863059,4.247395164863059,6.879405095821156,0.7451651588299728,21.12826386647348,20.383098707643505,21.12826386647348,6.5340205722408875,6.5340205722408875,12.265398755249972,0.25477707006369427,32.932793990402836,32.67801692033914,32.932793990402836,0.7925954938682385,0.7925954938682385,1.6559233781813776,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.718Sr0.282Mn0.94Cr0.06O3,293.0,0.101325,trigonal,La0.718Sr0.282Mn0.94Cr0.06O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.658,3.6580000000000004,0.9721296209868312,0.0,4.0,4.0,0.0,6.341999999999999,6.342,0.9721296209868312,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,3.658,3.6580000000000004,0.9721296209868312,0.0,4.0,4.0,0.0,28.342,28.342000000000002,0.9721296209868312,28.0,32.0,4.0,32.0,65.88614000000001,65.88614000000003,28.688813633547134,0.58,78.5,77.92,0.58,3.658,3.6580000000000004,0.9721296209868312,0.0,4.0,4.0,0.0,4.500389110217762,4.500389110217763,1.1783453893631406,0.0,4.898979485566356,4.898979485566356,0.0,1.65506,1.6550600000000002,0.0475919783156783,1.6400000000000001,1.8399999999999999,0.19999999999999973,1.8399999999999999,3.5994869020516145,3.599486902051615,6.547659181032959,0.7451651588299728,21.12826386647348,20.383098707643505,21.12826386647348,5.23424694354053,5.234246943540531,11.34107707565334,0.25477707006369427,32.932793990402836,32.67801692033914,32.932793990402836,0.4994170548531229,0.49941705485312293,1.3408047285574578,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.724Sr0.276Mn0.92Cr0.08O3,293.0,0.101325,trigonal,La0.724Sr0.276Mn0.92Cr0.08O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.644,3.644,1.0905338142396135,0.0,4.0,4.0,0.0,6.356,6.356,1.0905338142396135,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.999999999999998,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,3.644,3.644,1.0905338142396135,0.0,4.0,4.0,0.0,28.355999999999998,28.355999999999998,1.0905338142396137,28.0,32.0,4.0,32.0,69.46452000000001,69.46452000000001,24.9429856586897,0.58,78.5,77.92,0.58,3.644,3.644,1.0905338142396135,0.0,4.0,4.0,0.0,4.470125265704126,4.470125265704126,1.3319084461454616,0.0,4.898979485566356,4.898979485566356,0.0,1.65708,1.65708,0.054227978018731186,1.6400000000000001,1.8399999999999999,0.19999999999999973,1.8399999999999999,2.95157863924017,2.95157863924017,6.130081304149367,0.7451651588299728,21.12826386647348,20.383098707643505,21.12826386647348,3.934473314840174,3.934473314840174,10.169622848208382,0.25477707006369427,32.932793990402836,32.67801692033914,32.932793990402836,0.2062386158380074,0.2062386158380074,0.8255454025247622,0.0,4.477611940298507,4.477611940298507,0.0
R -3 c H,La0.73Sr0.27Mn0.9Cr0.1O3,293.0,0.101325,trigonal,La0.73Sr0.27Mn0.9Cr0.1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.63,3.63,1.221924711264978,0.0,5.0,5.0,0.0,6.369999999999999,6.369999999999999,1.221924711264978,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.63,3.63,1.221924711264978,0.0,5.0,5.0,0.0,28.369999999999997,28.369999999999997,1.2219247112649783,27.0,32.0,5.0,32.0,71.263,71.263,23.770695635592997,0.58,97.0,96.42,0.58,3.63,3.63,1.221924711264978,0.0,5.0,5.0,0.0,4.4395945459357185,4.4395945459357185,1.4899665324086386,0.0,5.916079783099616,5.916079783099616,0.0,1.6591,1.6591,0.060516030933959894,1.61,1.8399999999999999,0.22999999999999976,1.8399999999999999,2.783462967804236,2.783462967804236,6.114933633273063,0.7447630991603783,21.12826386647348,20.3835007673131,21.12826386647348,3.5211210170060068,3.5211210170060068,9.803894483259983,0.20618556701030927,32.932793990402836,32.72660842339253,32.932793990402836,0.045877601943660126,0.045877601943660126,0.015292865132235694,0.0,0.05154639175257732,0.05154639175257732,0.0
R -3 c H,La0.706Sr0.294Mn0.98Co0.02O3,293.0,0.101325,trigonal,La0.706Sr0.294Mn0.98Co0.02O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.7460000000000004,3.7460000000000004,0.655350288013975,3.0,7.0,4.0,7.0,6.254,6.254,0.655350288013975,3.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.7460000000000004,3.7460000000000004,0.655350288013975,3.0,7.0,4.0,7.0,28.253999999999998,28.253999999999998,0.655350288013975,25.0,29.0,4.0,25.0,54.26138000000001,54.26138000000001,36.28425409314073,0.67,88.5,87.83,88.5,3.6660000000000004,3.6660000000000004,0.471639692986076,3.0,4.0,1.0,3.0,4.556296775020471,4.556296775020471,0.4839005041721491,3.872983346207417,4.898979485566356,1.0259961393589387,3.872983346207417,1.65542,1.65542,0.0429514097556762,1.6400000000000001,1.94,0.2999999999999998,1.94,5.76711721353151,5.76711721353151,7.422841956296828,0.7449994039107853,16.73865359768322,15.993654193772436,0.7449994039107853,9.547743280201939,9.547743280201939,13.736087425860854,0.24637115906546178,29.850746268656714,29.604375109591253,0.24637115906546178,1.4414883758901702,1.4414883758901702,2.054106704232105,0.050955414012738856,4.477611940298507,4.426656526285768,0.07909604519774012
