HMS,StructuredFormula,Temperature,Pressure,crystal_system,formula,var_valence_s_sum,var_valence_s_avg,var_valence_s_dev,var_valence_s_min,var_valence_s_max,var_valence_s_range,var_valence_s_mode,var_unfilled_valence_s_sum,var_unfilled_valence_s_avg,var_unfilled_valence_s_dev,var_unfilled_valence_s_min,var_unfilled_valence_s_max,var_unfilled_valence_s_range,var_unfilled_valence_s_mode,var_valence_p_sum,var_valence_p_avg,var_valence_p_dev,var_valence_p_min,var_valence_p_max,var_valence_p_range,var_valence_p_mode,var_unfilled_valence_p_sum,var_unfilled_valence_p_avg,var_unfilled_valence_p_dev,var_unfilled_valence_p_min,var_unfilled_valence_p_max,var_unfilled_valence_p_range,var_unfilled_valence_p_mode,var_valence_d_sum,var_valence_d_avg,var_valence_d_dev,var_valence_d_min,var_valence_d_max,var_valence_d_range,var_valence_d_mode,var_unfilled_valence_d_sum,var_unfilled_valence_d_avg,var_unfilled_valence_d_dev,var_unfilled_valence_d_min,var_unfilled_valence_d_max,var_unfilled_valence_d_range,var_unfilled_valence_d_mode,var_valence_f_sum,var_valence_f_avg,var_valence_f_dev,var_valence_f_min,var_valence_f_max,var_valence_f_range,var_valence_f_mode,var_unfilled_valence_f_sum,var_unfilled_valence_f_avg,var_unfilled_valence_f_dev,var_unfilled_valence_f_min,var_unfilled_valence_f_max,var_unfilled_valence_f_range,var_unfilled_valence_f_mode,var_valence_total_sum,var_valence_total_avg,var_valence_total_dev,var_valence_total_min,var_valence_total_max,var_valence_total_range,var_valence_total_mode,var_unfilled_valence_total_sum,var_unfilled_valence_total_avg,var_unfilled_valence_total_dev,var_unfilled_valence_total_min,var_unfilled_valence_total_max,var_unfilled_valence_total_range,var_unfilled_valence_total_mode,var_ionic_radius_sum,var_ionic_radius_avg,var_ionic_radius_dev,var_ionic_radius_min,var_ionic_radius_max,var_ionic_radius_range,var_ionic_radius_mode,var_unpaired_electrons_sum,var_unpaired_electrons_avg,var_unpaired_electrons_dev,var_unpaired_electrons_min,var_unpaired_electrons_max,var_unpaired_electrons_range,var_unpaired_electrons_mode,var_spin_moment_sum,var_spin_moment_avg,var_spin_moment_dev,var_spin_moment_min,var_spin_moment_max,var_spin_moment_range,var_spin_moment_mode,var_pauling_en_sum,var_pauling_en_avg,var_pauling_en_dev,var_pauling_en_min,var_pauling_en_max,var_pauling_en_range,var_pauling_en_mode,var_allred_rochow_en_sum,var_allred_rochow_en_avg,var_allred_rochow_en_dev,var_allred_rochow_en_min,var_allred_rochow_en_max,var_allred_rochow_en_range,var_allred_rochow_en_mode,var_gordy_en_sum,var_gordy_en_avg,var_gordy_en_dev,var_gordy_en_min,var_gordy_en_max,var_gordy_en_range,var_gordy_en_mode,var_mb_en_sum,var_mb_en_avg,var_mb_en_dev,var_mb_en_min,var_mb_en_max,var_mb_en_range,var_mb_en_mode
P b n m,Pr0.6Sr0.4Mn0.9Bi0.1O3,300.0,0.101325,orthorhombic,Pr0.6Sr0.4Mn0.9Bi0.1O3,0.2,0.125,0.4841229182759271,0.0,2.0,2.0,0.0,3.0,1.875,0.4841229182759271,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,4.2,2.625,2.5708704751503917,0.0,10.0,10.0,0.0,11.8,7.375,2.5708704751503917,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.400000000000002,14.0,0.0,14.0,14.0,0.0,14.0,4.4,2.75,2.947456530637899,0.0,12.0,12.0,0.0,46.800000000000004,29.25,2.947456530637899,20.0,32.0,12.0,32.0,119.01799999999999,74.38624999999999,45.12691725497654,0.67,117.0,116.33,112.99999999999999,3.2,2.0,1.8027756377319946,0.0,4.0,4.0,0.0,3.9986830812661447,2.4991769257913403,2.2369878617444807,0.0,4.898979485566356,4.898979485566356,0.0,2.419,1.5118749999999999,0.2400317361829473,1.22,1.99,0.77,1.22,7.5899034938047745,4.743689683627983,6.925295647244531,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454428278390254,12.403330009672151,7.752081256045094,12.759096980242607,0.25477707006369427,29.850746268656714,29.595969198593018,0.45414915267372924,1.8267788933821825,1.141736808363864,1.9261770652102157,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Pr0.9Na0.08K0.02Mn1O3,293.0,0.101325,orthorhombic,Pr0.9Na0.08K0.02Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400000000000002,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,15.200000000000001,8.0,1.9194297398747864,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,14.0,0.0,14.0,14.0,0.0,14.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,57.0,29.999999999999996,1.9194297398747862,28.0,32.0,4.0,32.0,164.634,86.64947368421052,33.69007607647659,0.67,112.99999999999999,112.32999999999998,112.99999999999999,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,4.693780257694568,2.470410661944509,2.3624736374543267,0.0,4.898979485566356,4.898979485566356,0.0,2.744,1.4442105263157894,0.21288286350339997,1.22,1.67,0.44999999999999996,1.22,4.614761391655746,2.428821785081971,4.908231820727527,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454428278390254,6.582705147188655,3.4645816564150813,9.050869293770296,0.25477707006369427,29.850746268656714,29.595969198593018,0.45414915267372924,0.9362867192698925,0.49278248382625917,1.3669969402536046,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Pr0.9Na0.06K0.04Mn1O3,293.0,0.101325,orthorhombic,Pr0.9Na0.06K0.04Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400000000000002,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,15.200000000000001,8.0,1.9194297398747864,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,14.0,0.0,14.0,14.0,0.0,14.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,57.0,29.999999999999996,1.9194297398747862,28.0,32.0,4.0,32.0,164.634,86.64947368421052,33.69007607647659,0.67,112.99999999999999,112.32999999999998,112.99999999999999,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,4.693780257694568,2.470410661944509,2.3624736374543267,0.0,4.898979485566356,4.898979485566356,0.0,2.744,1.4442105263157894,0.21288286350339997,1.22,1.67,0.44999999999999996,1.22,4.614761391655746,2.428821785081971,4.908231820727527,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454428278390254,6.582705147188655,3.4645816564150813,9.050869293770296,0.25477707006369427,29.850746268656714,29.595969198593018,0.45414915267372924,0.9362867192698925,0.49278248382625917,1.3669969402536046,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Pr0.9Na0.04K0.06Mn1O3,293.0,0.101325,orthorhombic,Pr0.9Na0.04K0.06Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400000000000002,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,15.200000000000001,8.0,1.9194297398747864,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,14.0,0.0,14.0,14.0,0.0,14.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,57.0,29.999999999999996,1.9194297398747862,28.0,32.0,4.0,32.0,164.634,86.64947368421052,33.69007607647659,0.67,112.99999999999999,112.32999999999998,112.99999999999999,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,4.693780257694568,2.470410661944509,2.3624736374543267,0.0,4.898979485566356,4.898979485566356,0.0,2.744,1.4442105263157894,0.21288286350339997,1.22,1.67,0.44999999999999996,1.22,4.614761391655746,2.428821785081971,4.908231820727527,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454428278390254,6.582705147188655,3.4645816564150813,9.050869293770296,0.25477707006369427,29.850746268656714,29.595969198593018,0.45414915267372924,0.9362867192698925,0.49278248382625917,1.3669969402536046,0.0,4.477611940298507,4.477611940298507,0.0
P b n m,Pr0.9Na0.02K0.08Mn1O3,293.0,0.101325,orthorhombic,Pr0.9Na0.02K0.08Mn1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400000000000002,6.000000000000001,8.881784197001252e-16,6.0,6.0,0.0,6.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,15.200000000000001,8.0,1.9194297398747864,6.0,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,14.0,0.0,14.0,14.0,0.0,14.0,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,57.0,29.999999999999996,1.9194297398747862,28.0,32.0,4.0,32.0,164.634,86.64947368421052,33.69007607647659,0.67,112.99999999999999,112.32999999999998,112.99999999999999,3.8000000000000003,2.0,1.9194297398747864,0.0,4.0,4.0,0.0,4.693780257694568,2.470410661944509,2.3624736374543267,0.0,4.898979485566356,4.898979485566356,0.0,2.744,1.4442105263157894,0.21288286350339997,1.22,1.67,0.44999999999999996,1.22,4.614761391655746,2.428821785081971,4.908231820727527,0.7451651588299728,16.73865359768322,15.993488438853248,0.7454428278390254,6.582705147188655,3.4645816564150813,9.050869293770296,0.25477707006369427,29.850746268656714,29.595969198593018,0.45414915267372924,0.9362867192698925,0.49278248382625917,1.3669969402536046,0.0,4.477611940298507,4.477611940298507,0.0
P n m a,La0.604Ca0.396Mn0.9Co0.1O3,293.0,0.101325,orthorhombic,La0.604Ca0.396Mn0.9Co0.1O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.8040000000000003,3.8040000000000003,1.165154067065811,3.0,7.0,4.0,7.0,6.196,6.196,1.165154067065811,3.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.8040000000000003,3.8040000000000003,1.165154067065811,3.0,7.0,4.0,7.0,28.196,28.196,1.1651540670658107,25.0,29.0,4.0,25.0,40.89632,40.89632,40.00609534630442,0.67,88.5,87.83,88.5,3.404,3.404,0.49069746280167376,3.0,4.0,1.0,3.0,4.287485786508428,4.287485786508428,0.5034537024277438,3.872983346207417,4.898979485566356,1.0259961393589387,3.872983346207417,1.68488,1.68488,0.08621012469542075,1.6400000000000001,1.94,0.2999999999999998,1.94,8.677918849009265,8.677918849009265,7.996504763069026,0.7449994039107853,16.73865359768322,15.993654193772436,0.7449994039107853,14.933537201466008,14.933537201466008,14.798345140640052,0.24637115906546178,29.850746268656714,29.604375109591253,0.24637115906546178,2.24939111416898,2.24939111416898,2.210480153866631,0.050955414012738856,4.477611940298507,4.426656526285768,0.07909604519774012
P n m a,La0.65Ca0.35Mn0.3Co0.7O3,293.0,0.101325,orthorhombic,La0.65Ca0.35Mn0.3Co0.7O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,5.050000000000001,5.050000000000001,1.3592277219068187,3.0,6.0,3.0,3.0,4.95,4.95,1.3592277219068187,4.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,5.050000000000001,5.050000000000001,1.3592277219068187,3.0,6.0,3.0,3.0,26.950000000000003,26.950000000000003,1.3592277219068187,26.0,29.0,3.0,29.0,52.301,52.301,33.84435062163256,0.67,75.0,74.33,0.67,3.75,3.75,0.5361902647381804,3.0,5.0,2.0,3.0,4.642035658635337,4.642035658635337,0.5490946584679085,3.872983346207417,5.916079783099616,2.043096436892199,3.872983346207417,1.8815,1.8815,0.13861006456964087,1.67,2.0,0.33000000000000007,1.67,5.543387786055735,5.543387786055735,7.32902185852626,0.7453915700053775,16.73865359768322,15.993262027677844,16.73865359768322,9.16046208764298,9.16046208764298,13.544972552240617,0.2907179676972449,29.850746268656714,29.56002830095947,29.850746268656714,1.3990149253731343,1.3990149253731343,2.0154151689933095,0.07462686567164178,4.477611940298507,4.402985074626866,4.477611940298507
P n m a,La0.6Ca0.4Mn0.1Co0.9O3,293.0,0.101325,orthorhombic,La0.6Ca0.4Mn0.1Co0.9O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,5.3999999999999995,5.3999999999999995,0.9165151389911681,3.0,6.0,3.0,3.0,4.6,4.6,0.916515138991168,4.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,5.3999999999999995,5.3999999999999995,0.9165151389911681,3.0,6.0,3.0,3.0,26.6,26.6,0.9165151389911681,26.0,29.0,3.0,29.0,65.167,65.167,21.794655331066835,0.67,75.0,74.33,0.67,4.2,4.2,0.6,3.0,5.0,2.0,3.0,5.10150996089044,5.10150996089044,0.6120425793485443,3.872983346207417,5.916079783099616,2.043096436892199,3.872983346207417,1.9489999999999998,1.9489999999999998,0.09396275858019497,1.67,2.0,0.33000000000000007,1.67,2.344823419255192,2.344823419255192,4.797943395394057,0.7453915700053775,16.73865359768322,15.993262027677844,16.73865359768322,3.257134575740556,3.257134575740556,8.864550824047118,0.2907179676972449,29.850746268656714,29.56002830095947,29.850746268656714,0.5181492537313432,0.5181492537313432,1.3198230829819655,0.07462686567164178,4.477611940298507,4.402985074626866,4.477611940298507
P n m a,Sr0.5Ca0.5Mn0.5Ru0.5O3,298.0,0.101325,orthorhombic,Sr0.5Ca0.5Mn0.5Ru0.5O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,3.5,3.5,2.0615528128088303,0.0,5.0,5.0,5.0,6.5,6.5,2.0615528128088303,5.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,3.5,3.5,2.0615528128088303,0.0,5.0,5.0,5.0,28.5,28.5,2.0615528128088303,27.0,32.0,5.0,27.0,80.0,80.0,19.32614809008769,50.0,97.0,47.0,97.0,3.5,3.5,2.0615528128088303,0.0,5.0,5.0,5.0,4.182784762941397,4.182784762941397,2.4503696918843247,0.0,5.916079783099616,5.916079783099616,5.916079783099616,1.9950000000000003,1.9950000000000003,0.38733060813728637,1.61,2.4400000000000004,0.8300000000000003,1.61,0.7463036367391701,0.7463036367391701,0.0018791029364296596,0.7447630991603783,0.7493658653602099,0.004602766199831576,0.7447630991603783,0.41284347777031516,0.41284347777031516,0.22556198541058745,0.20618556701030927,0.747335008385784,0.5411494413754747,0.20618556701030927,0.03893109061313076,0.03893109061313076,0.02248124130582108,0.0,0.05263157894736842,0.05263157894736842,0.05154639175257732
P m c 21,Ba6Mn4Si12O34Cl3,295.0,0.101325,orthorhombic,Ba6Mn4Si12O34Cl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,6.0,0.0,6.0,6.0,0.0,6.0,17.0,1.0625,1.8529958850466992,0.0,5.0,5.0,0.0,143.0,8.9375,1.8529958850466992,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,14.0,0.0,14.0,14.0,0.0,14.0,17.0,1.0625,1.8529958850466992,0.0,5.0,5.0,0.0,495.0,30.9375,1.8529958850466992,27.0,32.0,5.0,32.0,980.5,61.28125,13.232262597057995,54.0,97.0,43.0,54.0,17.0,1.0625,1.8529958850466992,0.0,5.0,5.0,0.0,20.613018239798684,1.2883136399874178,2.242264026608457,0.0,5.916079783099616,5.916079783099616,0.0,30.770000000000003,1.9231250000000002,0.16791808829009455,1.61,2.02,0.4099999999999999,2.02,11.923413904860782,0.7452133690537989,0.0001222722059266773,0.7447630991603783,0.7452629441008738,0.0004998449404954863,0.7452629441008738,3.250148469029406,0.20313427931433786,0.025112299790248774,0.18996930765233444,0.25477707006369427,0.06480776241135983,0.18996930765233444,0.20441263379079389,0.012775789611924618,0.022128686629306067,0.0,0.05154639175257732,0.05154639175257732,0.0
P b c n,Fe0.263Nb0.633Mn0.07Ta0.034O2,293.0,0.101325,orthorhombic,Fe0.263Nb0.633Mn0.07Ta0.034O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,1.9290000000000003,1.9290000000000003,2.626015803455874,0.0,6.0,6.0,5.0,8.071,8.071,2.626015803455874,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.000000000000002,14.000000000000002,1.7763568394002505e-15,14.0,14.0,0.0,14.0,1.9290000000000003,1.9290000000000003,2.626015803455874,0.0,6.0,6.0,5.0,30.071,30.071,2.626015803455874,26.0,32.0,6.0,27.0,82.37950000000001,82.37950000000001,6.833646885082665,78.0,97.0,19.0,78.0,1.537,1.537,2.081977665586257,0.0,5.0,5.0,5.0,1.8668694316970236,1.8668694316970236,2.5071494819805284,0.0,5.916079783099616,5.916079783099616,5.916079783099616,1.7735900000000002,1.7735900000000002,0.08639335564729504,1.59,1.9200000000000002,0.33000000000000007,1.75,0.7457073790031304,0.7457073790031304,0.0005915141686322383,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7460414658775085,0.38304977539273605,0.38304977539273605,0.12143967859813956,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.44354968926368143,0.021449069716318072,0.021449069716318072,0.029151030094369108,0.0,0.06521739130434782,0.06521739130434782,0.0
P b c n,Fe0.264Nb0.633Mn0.07Ta0.034O2,293.0,0.101325,orthorhombic,Fe0.264Nb0.633Mn0.07Ta0.034O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0020000000000002,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,1.937,1.935064935064935,2.630562556073853,0.0,6.0,6.0,5.0,8.073,8.064935064935064,2.630562556073853,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.014000000000001,14.0,0.0,14.0,14.0,0.0,14.0,1.937,1.935064935064935,2.630562556073853,0.0,6.0,6.0,5.0,30.095,30.06493506493506,2.630562556073853,26.0,32.0,6.0,27.0,82.4985,82.41608391608392,6.848215314660827,78.0,97.0,19.0,78.0,1.539,1.5374625374625372,2.0795481803052662,0.0,5.0,5.0,5.0,1.8697342105875234,1.86786634424328,2.5048576972115617,0.0,5.916079783099616,5.916079783099616,5.916079783099616,1.77542,1.7736463536463534,0.08633734228315287,1.59,1.9200000000000002,0.33000000000000007,1.75,0.7464516032480469,0.7457058973506961,0.0005925179520298169,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7460414658775085,0.3831988200472708,0.3828160040432275,0.12156628685253805,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.44354968926368143,0.021517333355199265,0.021495837517681582,0.029173737224674035,0.0,0.06521739130434782,0.06521739130434782,0.0
P b c n,Fe0.264Mn0.07Nb0.633Ta0.033O2,293.0,0.101325,orthorhombic,Fe0.264Mn0.07Nb0.633Ta0.033O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000000004,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.000000000000001,6.0,0.0,6.0,6.0,0.0,6.0,1.9320000000000002,1.9319999999999997,2.6278082121798763,0.0,6.0,6.0,5.0,8.068,8.067999999999998,2.6278082121798763,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.999999999999996,3.552713678800501e-15,14.0,14.0,0.0,14.0,1.9320000000000002,1.9319999999999997,2.6278082121798763,0.0,6.0,6.0,5.0,30.067999999999998,30.06799999999999,2.6278082121798763,26.0,32.0,6.0,27.0,82.372,82.37199999999999,6.833784895648969,78.0,97.0,19.0,97.0,1.5400000000000003,1.5399999999999998,2.0848021488860757,0.0,5.0,5.0,5.0,1.8699570843553772,1.8699570843553768,2.510231165185616,0.0,5.916079783099616,5.916079783099616,5.916079783099616,1.7739200000000002,1.7739199999999997,0.08632168673050825,1.59,1.9200000000000002,0.33000000000000007,1.61,0.7457054679732062,0.7457054679732061,0.0005900043263514862,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7447630991603783,0.3825665415926825,0.3825665415926824,0.12094100189587662,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.20618556701030927,0.021489508169880503,0.0214895081698805,0.029181540615715887,0.0,0.06521739130434782,0.06521739130434782,0.05154639175257732
P b c n,Fe0.264Mn0.07Nb0.633Ta0.034O2,293.0,0.101325,orthorhombic,Fe0.264Mn0.07Nb0.633Ta0.034O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0020000000000002,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.005999999999999,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,1.937,1.935064935064935,2.630562556073853,0.0,6.0,6.0,5.0,8.073,8.064935064935064,2.630562556073853,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.014000000000001,14.0,0.0,14.0,14.0,0.0,14.0,1.937,1.935064935064935,2.630562556073853,0.0,6.0,6.0,5.0,30.095,30.06493506493506,2.630562556073853,26.0,32.0,6.0,27.0,82.4985,82.41608391608392,6.848215314660827,78.0,97.0,19.0,97.0,1.539,1.5374625374625372,2.0795481803052662,0.0,5.0,5.0,5.0,1.8697342105875234,1.86786634424328,2.5048576972115617,0.0,5.916079783099616,5.916079783099616,5.916079783099616,1.77542,1.7736463536463534,0.08633734228315287,1.59,1.9200000000000002,0.33000000000000007,1.61,0.7464516032480469,0.7457058973506961,0.0005925179520298169,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7447630991603783,0.3831988200472708,0.3828160040432275,0.12156628685253805,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.20618556701030927,0.021517333355199265,0.021495837517681582,0.029173737224674035,0.0,0.06521739130434782,0.06521739130434782,0.05154639175257732
P b c n,Fe0.79Mn0.209Nb1.901Ta0.1O6,293.0,0.101325,orthorhombic,Fe0.79Mn0.209Nb1.901Ta0.1O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.999999999999996,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,5.788,1.9293333333333333,2.6287524713360813,0.0,6.0,6.0,5.0,24.212,8.070666666666666,2.6287524713360813,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,14.0,14.0,0.0,14.0,5.788,1.9293333333333333,2.6287524713360813,0.0,6.0,6.0,5.0,90.212,30.070666666666668,2.6287524713360813,26.0,32.0,6.0,27.0,247.17149999999998,82.39049999999999,6.8385373497066855,78.0,97.0,19.0,97.0,4.602,1.534,2.079946473670256,0.0,5.0,5.0,5.0,5.5898659393539125,1.863288646451304,2.5050925638265347,0.0,5.916079783099616,5.916079783099616,5.916079783099616,5.32125,1.77375,0.08617871450267368,1.59,1.9200000000000002,0.33000000000000007,1.61,2.237118761462069,0.7457062538206897,0.0005908650078713203,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7447630991603783,1.1484021680712049,0.3828007226904016,0.12112939490268342,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.20618556701030927,0.0643204610157527,0.021440153671917567,0.029165018308844538,0.0,0.06521739130434782,0.06521739130434782,0.05154639175257732
P b c n,Fe0.791Mn0.209Nb1.9Ta0.1O6,293.0,0.101325,orthorhombic,Fe0.791Mn0.209Nb1.9Ta0.1O6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.999999999999996,5.999999999999999,8.881784197001252e-16,6.0,6.0,0.0,6.0,5.7909999999999995,1.9303333333333332,2.628208494181709,0.0,6.0,6.0,5.0,24.209000000000003,8.069666666666668,2.6282084941817097,4.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.99999999999999,13.999999999999998,1.7763568394002505e-15,14.0,14.0,0.0,14.0,5.7909999999999995,1.9303333333333332,2.628208494181709,0.0,6.0,6.0,5.0,90.209,30.069666666666667,2.628208494181709,26.0,32.0,6.0,27.0,247.14499999999998,82.38166666666666,6.834666333398352,78.0,97.0,19.0,97.0,4.609,1.5363333333333333,2.0816691753387606,0.0,5.0,5.0,5.0,5.597816219732078,1.8659387399106926,2.5069116363034873,0.0,5.916079783099616,5.916079783099616,5.916079783099616,5.321479999999999,1.7738266666666664,0.08624938621359707,1.59,1.9200000000000002,0.33000000000000007,1.61,2.237118599913078,0.745706199971026,0.000590656204487034,0.7447630991603783,0.747128678022638,0.002365578862259743,0.7447630991603783,1.1483030128264,0.3827676709421333,0.12111373922444793,0.20618556701030927,0.7494883285428194,0.5433027615325101,0.20618556701030927,0.06438110903569177,0.021460369678563924,0.029171089054954368,0.0,0.06521739130434782,0.06521739130434782,0.05154639175257732
